duplication_type	gene	age	age_occurrences	had_conflicting_occurrence_calls	Ppe_syntenic	Mdo_syntenic	Gtr_syntenic	minimum_valid_pair_Ks
TD	Pbre1_08G232600	old	1	False	1	1	1	0.256976
TD	Pbre1_09G258800	old	1	False	0	0	0	0.146423
TRD	Pbre1_06G396800	old	1	False	0	1	1	0.331399
TRD	Pbre1_17G240200	old	1	False	0	1	0	0.472677
TRD	Pbre1_13G196800	old	1	False	0	0	0	0.312346
TD	Pbre1_01G270400	old	2	False	0	0	0	0.150484
TD	Pbre1_13G245200	old	2	False	0	0	0	0.195309
PD	Pbre1_17G390200	old	1	False	0	0	1	0.471332
TRD	Pbre1_03G106000	old	1	False	0	0	0	0.115024
TRD	Pbre1_04G143400	old	1	False	0	0	0	0.198231
PD	Pbre1_11G034000	old	1	False	0	1	0	0.471218
TRD	Pbre1_11G214800	old	1	False	0	0	0	0.415627
TRD	Pbre1_07G100800	old	1	False	0	1	0	0.117271
PD	Pbre1_12G315400	old	1	False	1	1	1	0.448297
PD	Pbre1_17G018600	old	1	False	0	1	0	0.120171
TRD	Pbre1_09G390200	old	1	False	0	0	0	0.201742
TRD	Pbre1_15G092400	old	1	False	0	1	0	0.183372
PD	Pbre1_17G220400	old	1	False	0	1	0	0.185383
TRD	Pbre1_07G169600	old	1	False	0	0	0	0.330667
PD	Pbre1_12G159000	old	1	False	0	0	0	0.299637
TD	Pbre1_17G170600	old	1	False	1	1	1	0.181289
TRD	Pbre1_06G143600	old	1	False	0	1	0	0.188318
PD	Pbre1_08G089800	old	1	False	0	1	0	0.215929
TD	Pbre1_01G222000	old	1	False	1	1	1	0.1646
PD	Pbre1_16G334200	old	1	False	0	0	0	0.327378
PD	Pbre1_15G459800	old	1	False	0	0	0	0.376451
TD	Pbre1_15G759000	old	1	False	1	1	1	0.159214
TD	Pbre1_01G125400	old	1	False	0	1	1	0.255963
TRD	Pbre1_08G277000	old	1	False	0	0	0	0.114213
TRD	Pbre1_06G022400	old	1	False	0	0	0	0.289011
TRD	Pbre1_07G164000	old	1	False	0	0	1	0.351459
TD	Pbre1_01G197200	old	1	False	1	1	1	0.125233
PD	Pbre1_16G450600	old	1	False	1	1	1	0.250909
TRD	Pbre1_02G192000	old	1	False	0	1	0	0.206945
PD	Pbre1_10G198800	old	1	False	1	1	1	0.212699
TD	Pbre1_15G030000	old	1	False	1	1	1	0.321788
TRD	Pbre1_09G216000	old	1	False	0	1	0	0.263091
PD	Pbre1_07G158400	old	1	False	1	1	0	0.202124
TRD	Pbre1_12G315800	old	1	False	0	0	0	0.209887
TRD	Pbre1_11G299400	old	1	False	0	1	0	0.27117
TRD	Pbre1_17G189600	old	1	False	0	0	0	0.193859
PD	Pbre1_06G075400	old	1	False	0	0	0	0.38174
PD	Pbre1_16G162000	old	1	False	0	0	0	0.340755
TD	Pbre1_02G067000	old	1	False	1	1	1	0.274297
TRD	Pbre1_07G021800	old	1	False	0	1	0	0.196878
TD	Pbre1_11G039200	old	1	False	1	1	0	0.358223
TD	Pbre1_15G384600	old	1	False	1	1	1	0.151507
TD	Pbre1_05G513600	old	2	False	0	0	1	0.114493
TD	Pbre1_01G388000	old	1	False	0	1	1	0.156579
TD	Pbre1_09G226400	old	1	False	1	1	1	0.430925
TD	Pbre1_14G114800	old	1	False	1	0	1	0.390872
PD	Pbre1_17G145800	old	1	False	1	1	1	0.157449
TRD	Pbre1_16G365400	old	1	False	0	0	0	0.360979
TRD	Pbre1_09G039800	old	1	False	0	1	0	0.369114
TD	Pbre1_10G382600	old	2	False	0	0	0	0.126474
TRD	Pbre1_07G427000	old	1	False	0	0	0	0.176442
TD	Pbre1_16G204600	old	1	False	1	1	0	0.444134
TD	Pbre1_13G089000	old	2	False	0	0	0	0.16873
PD	Pbre1_02G488000	old	2	False	0	0	0	0.197151
TRD	Pbre1_07G184200	old	1	False	0	0	0	0.350594
TRD	Pbre1_11G127400	old	1	False	0	0	0	0.438904
PD	Pbre1_08G313400	old	1	False	1	1	1	0.137268
TD	Pbre1_11G130000	old	1	False	0	1	1	0.271269
TRD	Pbre1_17G082400	old	1	False	0	0	0	0.405916
TRD	Pbre1_05G028200	old	1	False	0	1	1	0.242664
TD	Pbre1_13G088200	old	1	False	1	1	1	0.164952
TD	Pbre1_08G387400	old	1	False	0	1	0	0.119845
TD	Pbre1_11G159200	old	1	False	1	1	1	0.370421
TRD	Pbre1_12G427400	old	1	False	0	0	0	0.319339
TRD	Pbre1_03G240600	old	1	False	0	1	0	0.2054
TD	Pbre1_02G194200	old	1	False	1	1	0	0.440715
PD	Pbre1_11G045800	old	1	False	0	1	0	0.312462
TRD	Pbre1_12G349400	old	1	False	0	0	0	0.191851
TD	Pbre1_03G074400	old	1	False	1	1	1	0.177156
PD	Pbre1_07G348200	old	1	False	0	1	1	0.221243
TD	Pbre1_09G122400	old	2	False	0	0	0	0.121045
TRD	Pbre1_10G180600	old	1	False	0	1	0	0.157672
TRD	Pbre1_06G097800	old	1	False	0	1	0	0.395211
TRD	Pbre1_05G002800	old	1	False	0	0	0	0.313222
PD	Pbre1_12G331200	old	1	False	1	1	0	0.467514
TRD	Pbre1_03G250600	old	1	False	0	0	0	0.20825
TD	Pbre1_17G429800	old	1	False	1	1	1	0.35617
TRD	Pbre1_10G190400	old	1	False	0	0	0	0.256811
TD	Pbre1_02G045000	old	1	False	1	1	1	0.438968
TRD	Pbre1_01G165000	old	1	False	0	0	0	0.3101
TRD	Pbre1_10G068600	old	1	False	0	0	0	0.189473
TRD	Pbre1_13G447200	old	1	False	0	1	0	0.137397
TD	Pbre1_05G023200	old	1	False	1	1	1	0.457667
TD	Pbre1_14G432000	old	1	False	1	1	0	0.154589
TRD	Pbre1_04G358800	old	1	False	0	0	0	0.153791
TD	Pbre1_11G355200	old	1	False	0	1	0	0.164541
TD	Pbre1_13G054400	old	1	False	0	0	0	0.127674
TRD	Pbre1_08G072000	old	1	False	0	0	0	0.420476
TRD	Pbre1_14G118800	old	1	False	0	0	0	0.271776
PD	Pbre1_02G173000	old	1	False	1	1	1	0.199711
TRD	Pbre1_08G010800	old	1	False	0	0	0	0.367307
TD	Pbre1_01G324800	old	1	False	0	1	0	0.120171
TD	Pbre1_04G236000	old	2	False	0	0	1	0.257581
TRD	Pbre1_14G119000	old	1	False	0	0	0	0.116294
PD	Pbre1_17G449800	old	1	False	0	1	0	0.226633
TRD	Pbre1_07G477800	old	1	False	0	0	0	0.349824
PD	Pbre1_08G056400	old	1	False	1	1	1	0.170278
PD	Pbre1_11G029200	old	1	False	0	0	0	0.163074
PD	Pbre1_05G436400	old	1	False	0	0	0	0.209429
TD	Pbre1_08G058000	old	1	False	1	1	1	0.415066
TD	Pbre1_03G370600	old	1	False	1	1	1	0.292645
TRD	Pbre1_17G181000	old	1	False	0	0	0	0.304826
TD	Pbre1_04G288000	old	1	False	1	1	1	0.41864
TRD	Pbre1_08G246600	old	1	False	0	0	0	0.375711
TD	Pbre1_08G109000	old	1	False	1	1	1	0.358305
TD	Pbre1_14G333800	old	1	False	1	1	1	0.153762
TD	Pbre1_10G569800	old	1	False	1	1	1	0.257316
TRD	Pbre1_07G217600	old	1	False	0	0	0	0.2311
PD	Pbre1_05G371200	old	1	False	0	0	0	0.333646
TRD	Pbre1_03G212800	old	1	False	0	0	0	0.321875
TRD	Pbre1_05G032000	old	1	False	0	0	0	0.25063
TRD	Pbre1_15G570800	old	1	False	0	0	0	0.190526
TRD	Pbre1_11G423400	old	1	False	0	0	0	0.158322
TRD	Pbre1_08G237600	old	1	False	0	0	0	0.13322
PD	Pbre1_01G145600	old	1	False	1	1	1	0.220444
PD	Pbre1_11G283800	old	1	False	1	1	1	0.237593
TRD	Pbre1_08G230800	old	1	False	0	0	0	0.244131
TRD	Pbre1_03G384200	old	1	False	0	0	0	0.126197
PD	Pbre1_14G213600	old	1	False	0	0	0	0.358435
TRD	Pbre1_04G078600	old	1	False	0	1	1	0.450468
TRD	Pbre1_10G153200	old	1	False	0	1	1	0.390714
TRD	Pbre1_05G214000	old	1	False	0	0	0	0.14281
TD	Pbre1_07G114800	old	1	False	1	1	1	0.256928
TD	Pbre1_13G245000	old	1	False	1	1	0	0.195309
TRD	Pbre1_11G391600	old	1	False	0	0	0	0.153657
TRD	Pbre1_13G096400	old	1	False	0	0	0	0.298306
TRD	Pbre1_10G098000	old	1	False	0	0	0	0.382583
TD	Pbre1_11G409000	old	1	False	1	0	1	0.223609
TRD	Pbre1_10G081000	old	1	False	0	0	0	0.321267
TRD	Pbre1_05G088000	old	1	False	0	0	1	0.238838
TD	Pbre1_03G150200	old	1	False	1	1	1	0.392055
TRD	Pbre1_07G000200	old	1	False	0	0	0	0.228969
TRD	Pbre1_09G282000	old	1	False	0	0	0	0.395485
TD	Pbre1_12G324800	old	1	False	0	0	0	0.155708
TRD	Pbre1_10G266800	old	1	False	0	1	0	0.227177
TRD	Pbre1_13G345600	old	1	False	0	1	1	0.255608
TRD	Pbre1_17G149000	old	1	False	0	0	0	0.113045
TRD	Pbre1_17G265200	old	1	False	0	0	0	0.437118
TD	Pbre1_05G032800	old	1	False	1	1	1	0.423678
TRD	Pbre1_17G488400	old	1	False	0	1	0	0.155432
PD	Pbre1_02G411800	old	1	False	0	1	0	0.135146
TD	Pbre1_14G052400	old	1	False	1	1	1	0.124894
TRD	Pbre1_12G294400	old	1	False	0	1	1	0.44343
TRD	Pbre1_05G430600	old	1	False	0	1	0	0.206733
TRD	Pbre1_08G351200	old	1	False	0	1	0	0.425402
TD	Pbre1_04G235800	old	1	False	1	1	0	0.257581
TRD	Pbre1_06G100000	old	1	False	0	0	0	0.213856
PD	Pbre1_02G038200	old	1	False	1	1	1	0.116919
TD	Pbre1_06G170400	old	1	False	0	0	0	0.179033
TRD	Pbre1_12G140600	old	1	False	0	0	1	0.317956
TRD	Pbre1_03G333800	old	1	False	0	0	0	0.41164
PD	Pbre1_01G426200	old	1	False	0	0	0	0.135695
TRD	Pbre1_15G339000	old	1	False	0	1	0	0.388549
TRD	Pbre1_04G272000	old	1	False	0	0	0	0.299488
TRD	Pbre1_17G450400	old	1	False	0	1	0	0.319988
TRD	Pbre1_04G286600	old	1	False	0	0	0	0.350637
PD	Pbre1_09G137400	old	1	False	1	1	1	0.209586
TD	Pbre1_10G460200	old	1	False	1	1	1	0.138674
TRD	Pbre1_11G393800	old	1	False	0	1	0	0.298163
TD	Pbre1_05G037200	old	1	False	0	1	0	0.407803
PD	Pbre1_11G345000	old	1	False	1	1	1	0.143469
TRD	Pbre1_11G055800	old	1	False	0	1	0	0.207489
TD	Pbre1_15G412200	old	1	False	0	0	0	0.127811
PD	Pbre1_02G376400	old	1	False	0	1	0	0.12618
TRD	Pbre1_10G543200	old	1	False	0	0	0	0.23722
TRD	Pbre1_10G315000	old	1	False	0	0	1	0.365703
PD	Pbre1_02G395600	old	1	False	0	0	0	0.249797
PD	Pbre1_09G460400	old	3	False	0	0	0	0.188001
TRD	Pbre1_05G022600	old	1	False	0	1	0	0.248202
TD	Pbre1_11G408600	old	1	False	1	1	1	0.159151
TD	Pbre1_09G156000	old	1	False	0	0	0	0.199296
PD	Pbre1_08G146000	old	1	False	1	1	1	0.3656
TRD	Pbre1_06G143800	old	1	False	0	0	0	0.203969
TRD	Pbre1_07G367600	old	1	False	0	0	0	0.26093
TD	Pbre1_02G477400	old	1	False	1	1	1	0.13629
TD	Pbre1_07G042400	old	1	False	0	1	0	0.252071
TD	Pbre1_02G217200	old	1	False	1	1	0	0.178092
TD	Pbre1_02G470600	old	1	False	0	1	1	0.333231
TRD	Pbre1_01G045000	old	1	False	0	0	0	0.252613
TRD	Pbre1_07G280200	old	1	False	0	0	0	0.220269
TD	Pbre1_04G247800	old	1	False	1	1	1	0.231626
PD	Pbre1_07G159400	old	1	False	1	1	0	0.141649
TRD	Pbre1_07G228400	old	1	False	0	1	0	0.196449
TRD	Pbre1_16G253800	old	1	False	0	1	0	0.178488
TD	Pbre1_03G338000	old	1	False	1	1	0	0.320802
TRD	Pbre1_06G269600	old	1	False	0	1	0	0.221915
TD	Pbre1_10G059800	old	1	False	1	1	1	0.112358
TD	Pbre1_10G462000	old	1	False	0	1	0	0.363552
TRD	Pbre1_15G609800	old	1	False	0	0	0	0.18257
TRD	Pbre1_16G421600	old	1	False	0	1	0	0.286598
TRD	Pbre1_10G245800	old	1	False	0	1	0	0.314808
TRD	Pbre1_08G260400	old	1	False	0	0	0	0.297677
TRD	Pbre1_04G162600	old	1	False	0	0	0	0.153932
TD	Pbre1_01G368400	old	1	False	1	1	0	0.426269
PD	Pbre1_14G311400	old	2	False	0	0	0	0.14331
PD	Pbre1_15G488800	old	1	False	1	1	0	0.204491
TRD	Pbre1_07G102000	old	1	False	0	0	0	0.17935
PD	Pbre1_09G392600	old	2	False	0	0	0	0.137477
TRD	Pbre1_09G374400	old	1	False	0	0	0	0.11694
TRD	Pbre1_16G035200	old	1	False	0	0	0	0.136115
TRD	Pbre1_07G245800	old	1	False	0	0	0	0.166499
TD	Pbre1_17G033200	old	1	False	1	1	1	0.399214
TD	Pbre1_15G063800	old	1	False	1	1	1	0.181458
TRD	Pbre1_03G227600	old	1	False	0	0	0	0.152088
TRD	Pbre1_11G457800	old	1	False	0	1	0	0.157934
PD	Pbre1_06G030000	old	1	False	1	1	1	0.213459
TRD	Pbre1_04G014200	old	1	False	0	1	0	0.312805
TRD	Pbre1_13G252000	old	1	False	0	0	0	0.162101
TRD	Pbre1_14G300600	old	1	False	0	1	0	0.464874
TRD	Pbre1_10G315200	old	1	False	0	0	1	0.20397
TRD	Pbre1_15G376400	old	1	False	0	0	0	0.426108
TRD	Pbre1_03G481000	old	1	False	0	0	0	0.323826
TRD	Pbre1_06G402200	old	1	False	0	0	0	0.4234
TD	Pbre1_03G062400	old	1	False	1	1	0	0.380866
TRD	Pbre1_04G128800	old	1	False	0	0	0	0.447114
TRD	Pbre1_13G378800	old	1	False	0	1	0	0.350971
TD	Pbre1_11G163400	old	1	False	0	1	1	0.116019
TRD	Pbre1_16G446800	old	1	False	0	0	0	0.33423
TRD	Pbre1_05G196600	old	1	False	0	0	0	0.235225
TRD	Pbre1_15G628800	old	1	False	0	0	0	0.227821
TD	Pbre1_02G507600	old	1	False	0	1	0	0.144359
TRD	Pbre1_03G059000	old	1	False	0	1	0	0.397447
TRD	Pbre1_06G139600	old	1	False	0	0	0	0.174635
TRD	Pbre1_01G117400	old	1	False	0	0	0	0.173828
PD	Pbre1_12G283600	old	1	False	1	1	1	0.209558
PD	Pbre1_07G147000	old	1	False	0	1	0	0.333548
TD	Pbre1_11G449800	old	1	False	0	0	0	0.146631
TRD	Pbre1_02G141000	old	1	False	0	1	1	0.429152
TRD	Pbre1_11G033600	old	1	False	0	1	1	0.18947
PD	Pbre1_02G488400	old	1	False	0	0	0	0.148258
TRD	Pbre1_12G142400	old	1	False	0	1	0	0.220801
TD	Pbre1_14G427000	old	1	False	0	1	1	0.153439
TD	Pbre1_06G233000	old	1	False	1	1	1	0.437974
PD	Pbre1_03G057600	old	1	False	1	1	1	0.257127
TD	Pbre1_09G341600	old	1	False	0	0	0	0.388047
TD	Pbre1_05G441200	old	1	False	0	1	0	0.325787
PD	Pbre1_10G175000	old	1	False	1	1	1	0.142175
PD	Pbre1_08G076800	old	1	False	0	1	1	0.14924
TD	Pbre1_17G019400	old	1	False	0	1	0	0.125908
PD	Pbre1_13G437200	old	1	False	0	0	0	0.22111
TD	Pbre1_06G216400	old	1	False	1	0	0	0.169261
PD	Pbre1_13G195800	old	1	False	1	1	1	0.119207
TRD	Pbre1_03G424000	old	1	False	0	0	0	0.150284
PD	Pbre1_02G151200	old	2	False	1	1	1	0.312024
TRD	Pbre1_16G310600	old	1	False	0	1	0	0.442124
PD	Pbre1_07G061000	old	1	False	0	1	1	0.312233
TRD	Pbre1_09G064800	old	1	False	0	0	0	0.129219
TD	Pbre1_07G061200	old	1	False	0	1	0	0.28032
TD	Pbre1_05G390000	old	1	False	0	1	1	0.372979
PD	Pbre1_06G311000	old	1	False	1	1	1	0.455119
TD	Pbre1_11G093200	old	1	False	1	1	1	0.133731
PD	Pbre1_01G193200	old	1	False	0	0	0	0.372099
TRD	Pbre1_15G498400	old	2	False	0	0	0	0.353846
TRD	Pbre1_02G467200	old	1	False	0	1	0	0.362818
TRD	Pbre1_12G401000	old	1	False	0	1	0	0.212975
TRD	Pbre1_03G112200	old	1	False	0	1	0	0.112597
TD	Pbre1_01G110600	old	1	False	0	1	1	0.112414
TD	Pbre1_11G181200	old	1	False	1	0	0	0.274813
PD	Pbre1_05G449800	old	1	False	1	1	0	0.115558
PD	Pbre1_02G436800	old	1	False	1	1	0	0.329831
TRD	Pbre1_13G133600	old	1	False	0	1	0	0.223403
PD	Pbre1_01G236200	old	1	False	1	1	0	0.150081
PD	Pbre1_14G080800	old	1	False	0	1	0	0.285293
PD	Pbre1_09G398800	old	1	False	1	1	1	0.12834
TD	Pbre1_06G317400	old	2	False	0	0	0	0.368936
TRD	Pbre1_09G325800	old	1	False	0	0	0	0.295343
TRD	Pbre1_05G367200	old	1	False	0	1	0	0.209941
TRD	Pbre1_09G473200	old	1	False	0	1	1	0.327442
PD	Pbre1_16G241800	old	1	False	1	1	1	0.411733
TRD	Pbre1_14G364200	old	1	False	0	1	0	0.161876
TRD	Pbre1_13G163600	old	1	False	0	1	1	0.201378
TRD	Pbre1_15G163400	old	1	False	0	0	0	0.36842
TD	Pbre1_09G100800	old	1	False	1	0	1	0.228539
TD	Pbre1_10G310000	old	1	False	0	1	0	0.264892
PD	Pbre1_10G461600	old	1	False	1	1	1	0.316787
TD	Pbre1_02G363200	old	1	False	1	1	1	0.130485
TD	Pbre1_03G046600	old	1	False	1	1	0	0.112415
PD	Pbre1_04G229200	old	1	False	0	0	0	0.469592
TRD	Pbre1_09G171200	old	1	False	0	0	0	0.439659
PD	Pbre1_10G483000	old	1	False	0	0	1	0.132789
TRD	Pbre1_09G395000	old	1	False	0	0	0	0.283295
TD	Pbre1_15G234000	old	2	False	0	0	0	0.17572
TRD	Pbre1_13G027600	old	1	False	0	1	0	0.335687
TRD	Pbre1_02G163800	old	1	False	0	0	0	0.197209
PD	Pbre1_15G415600	old	1	False	0	1	1	0.246328
TRD	Pbre1_02G144200	old	1	False	0	0	0	0.371728
TD	Pbre1_04G035000	old	1	False	1	1	1	0.246603
TRD	Pbre1_09G463600	old	1	False	0	1	1	0.353051
PD	Pbre1_08G374000	old	1	False	1	1	1	0.116659
TRD	Pbre1_09G349000	old	1	False	0	0	0	0.208857
TRD	Pbre1_09G286400	old	1	False	0	1	1	0.304661
PD	Pbre1_14G364600	old	1	False	1	1	1	0.240222
TD	Pbre1_15G493800	old	2	False	0	0	0	0.345872
TD	Pbre1_10G195600	old	1	False	1	1	1	0.178598
PD	Pbre1_07G162200	old	2	False	0	0	0	0.113826
PD	Pbre1_01G243200	old	1	False	1	1	1	0.148263
PD	Pbre1_10G091800	old	2	False	1	1	0	0.189498
TD	Pbre1_09G122200	old	1	False	0	0	0	0.121045
TRD	Pbre1_16G420000	old	1	False	0	0	0	0.302334
PD	Pbre1_14G364800	old	1	False	1	1	0	0.32749
PD	Pbre1_14G116800	old	1	False	0	0	1	0.270374
TD	Pbre1_17G084000	old	1	False	0	0	0	0.122616
TD	Pbre1_13G236800	old	1	False	0	1	1	0.137627
TRD	Pbre1_17G300200	old	1	False	0	0	0	0.404614
TD	Pbre1_07G107600	old	1	False	0	0	0	0.244094
PD	Pbre1_11G334600	old	1	False	0	1	0	0.328565
TRD	Pbre1_07G165400	old	1	False	0	1	0	0.441442
TRD	Pbre1_06G283400	old	1	False	0	0	0	0.218141
PD	Pbre1_03G408200	old	1	False	1	1	1	0.129213
TD	Pbre1_12G070200	old	1	False	0	0	0	0.404579
TRD	Pbre1_08G319200	old	1	False	0	0	0	0.428123
TRD	Pbre1_01G111400	old	1	False	0	0	0	0.470862
PD	Pbre1_09G024000	old	1	False	1	0	0	0.180709
TD	Pbre1_12G084600	old	1	False	1	1	1	0.243729
TRD	Pbre1_03G307000	old	1	False	0	0	0	0.421643
TRD	Pbre1_03G162400	old	1	False	0	1	0	0.474494
TRD	Pbre1_11G469400	old	1	False	0	1	0	0.164427
TRD	Pbre1_10G371800	old	1	False	0	0	0	0.209468
TRD	Pbre1_10G270400	old	1	False	0	0	0	0.363323
TRD	Pbre1_03G302400	old	1	False	0	0	0	0.320664
TD	Pbre1_14G373000	old	1	False	1	1	1	0.154894
TD	Pbre1_05G278400	old	1	False	0	0	0	0.351022
TRD	Pbre1_15G694400	old	1	False	0	1	1	0.445919
TD	Pbre1_10G328000	old	1	False	1	1	1	0.282409
TD	Pbre1_12G082800	old	1	False	1	1	1	0.299772
TD	Pbre1_17G360200	old	1	False	0	0	1	0.257427
TD	Pbre1_10G567400	old	1	False	0	0	0	0.343346
TD	Pbre1_16G319800	old	1	False	0	0	0	0.45292
TD	Pbre1_10G031800	old	1	False	0	1	0	0.14234
PD	Pbre1_11G224200	old	1	False	0	1	1	0.173821
TD	Pbre1_15G412400	old	2	False	0	0	0	0.127811
TD	Pbre1_08G384600	old	1	False	1	1	1	0.332465
TRD	Pbre1_11G420200	old	1	False	0	0	0	0.334782
TRD	Pbre1_13G010600	old	1	False	0	1	0	0.120045
PD	Pbre1_10G348600	old	1	False	1	1	1	0.133817
TRD	Pbre1_01G029400	old	1	False	0	0	0	0.234654
TD	Pbre1_08G030200	old	1	False	1	1	0	0.318076
TRD	Pbre1_12G226800	old	1	False	0	0	0	0.337194
TD	Pbre1_11G117600	old	1	False	1	1	1	0.137193
TD	Pbre1_06G076000	old	1	False	0	0	1	0.130593
TRD	Pbre1_16G492600	old	1	False	0	0	0	0.14779
TRD	Pbre1_04G209600	old	1	False	0	0	0	0.169811
TD	Pbre1_12G434000	old	1	False	1	1	1	0.272195
TRD	Pbre1_14G165000	old	1	False	0	0	0	0.38934
PD	Pbre1_05G038200	old	1	False	0	0	0	0.129753
PD	Pbre1_10G086600	old	1	False	1	1	0	0.214484
PD	Pbre1_05G307000	old	1	False	1	1	1	0.148059
TRD	Pbre1_15G338200	old	1	False	0	1	0	0.16844
PD	Pbre1_11G047000	old	2	False	0	1	0	0.21104
TD	Pbre1_01G310800	old	1	False	1	1	1	0.223515
TRD	Pbre1_06G328400	old	1	False	0	0	0	0.225125
TRD	Pbre1_09G144800	old	1	False	0	1	0	0.202048
TRD	Pbre1_11G329800	old	1	False	0	1	0	0.238408
PD	Pbre1_07G420600	old	2	False	0	0	0	0.193403
TD	Pbre1_13G351600	old	1	False	1	1	0	0.26293
TD	Pbre1_10G374000	old	1	False	0	0	0	0.142123
PD	Pbre1_17G454400	old	1	False	0	1	0	0.123541
PD	Pbre1_13G270200	old	1	False	0	0	0	0.112913
TRD	Pbre1_10G324200	old	1	False	0	0	0	0.127439
TRD	Pbre1_14G381200	old	1	False	0	1	0	0.248824
TRD	Pbre1_07G208600	old	1	False	0	0	0	0.237738
TRD	Pbre1_11G522000	old	1	False	0	0	0	0.163292
PD	Pbre1_05G116400	old	1	False	1	1	1	0.207573
TRD	Pbre1_03G161800	old	1	False	0	1	0	0.259897
TRD	Pbre1_06G328600	old	1	False	0	0	0	0.124016
PD	Pbre1_08G031800	old	1	False	0	0	0	0.452286
TRD	Pbre1_08G212400	old	1	False	0	0	0	0.248954
TRD	Pbre1_06G116400	old	1	False	0	0	0	0.431554
PD	Pbre1_05G029000	old	1	False	0	0	0	0.122315
TRD	Pbre1_02G470400	old	1	False	0	0	0	0.303865
TD	Pbre1_10G503200	old	1	False	1	1	1	0.381889
TRD	Pbre1_06G024200	old	1	False	0	0	0	0.27512
TD	Pbre1_14G260400	old	1	False	1	1	1	0.156966
TRD	Pbre1_01G047400	old	1	False	0	0	0	0.138322
TRD	Pbre1_11G244600	old	1	False	0	1	0	0.144442
TD	Pbre1_04G180400	old	2	False	1	1	1	0.127785
TRD	Pbre1_06G074600	old	1	False	0	0	0	0.22995
TD	Pbre1_01G337000	old	1	False	1	0	1	0.165769
TD	Pbre1_01G152000	old	1	False	1	1	1	0.21122
TD	Pbre1_01G128200	old	2	False	0	0	0	0.287468
TD	Pbre1_12G304200	old	1	False	0	1	0	0.307185
PD	Pbre1_06G105600	old	1	False	1	1	1	0.276014
PD	Pbre1_03G049000	old	1	False	0	0	0	0.21977
TRD	Pbre1_06G379600	old	2	False	0	0	0	0.304863
TRD	Pbre1_15G436600	old	1	False	0	1	0	0.337242
PD	Pbre1_05G422000	old	1	False	1	1	1	0.409519
TD	Pbre1_14G244800	old	1	False	1	1	1	0.11691
TRD	Pbre1_10G211000	old	1	False	0	1	0	0.168698
TRD	Pbre1_04G300800	old	1	False	0	0	1	0.469168
TRD	Pbre1_17G166600	old	1	False	0	0	0	0.389139
PD	Pbre1_01G269200	old	1	False	1	1	1	0.146479
TD	Pbre1_10G382400	old	1	False	1	1	1	0.138165
TRD	Pbre1_10G038200	old	1	False	0	0	0	0.360309
TRD	Pbre1_03G050200	old	1	False	0	1	0	0.303306
PD	Pbre1_14G310400	old	1	False	0	0	0	0.198554
TRD	Pbre1_03G334600	old	1	False	0	1	0	0.139831
TRD	Pbre1_07G386800	old	1	False	0	0	0	0.319944
TRD	Pbre1_03G450200	old	1	False	0	0	0	0.261829
PD	Pbre1_05G462200	old	1	False	1	1	1	0.175315
TD	Pbre1_15G148000	old	1	False	1	1	1	0.423232
TD	Pbre1_15G013000	old	1	False	1	1	1	0.276835
PD	Pbre1_03G235600	old	1	False	1	1	1	0.20522
TD	Pbre1_07G269400	old	1	False	1	1	1	0.456381
TD	Pbre1_14G304000	old	1	False	0	0	0	0.458929
TRD	Pbre1_09G286600	old	1	False	0	1	1	0.329246
TRD	Pbre1_14G172600	old	1	False	0	0	0	0.256631
PD	Pbre1_12G205800	old	1	False	1	1	1	0.47187
TRD	Pbre1_02G275400	old	1	False	0	0	0	0.335156
TD	Pbre1_03G018400	old	1	False	1	1	0	0.241102
PD	Pbre1_01G304800	old	1	False	1	1	1	0.180749
TRD	Pbre1_12G111800	old	1	False	0	0	0	0.15328
TD	Pbre1_13G017000	old	1	False	1	1	1	0.291749
TD	Pbre1_07G446400	old	1	False	1	1	1	0.142283
TD	Pbre1_15G752400	old	1	False	1	1	0	0.167067
PD	Pbre1_05G268000	old	1	False	1	1	1	0.194077
PD	Pbre1_04G304800	old	1	False	1	1	1	0.301035
TRD	Pbre1_07G417800	old	1	False	0	0	0	0.174808
PD	Pbre1_01G130200	old	1	False	0	1	0	0.383692
TRD	Pbre1_12G363200	old	1	False	0	0	0	0.26738
TRD	Pbre1_05G237000	old	1	False	0	0	0	0.281089
TRD	Pbre1_01G051800	old	1	False	0	0	0	0.173303
TRD	Pbre1_13G346200	old	2	False	0	0	0	0.254616
PD	Pbre1_17G488000	old	1	False	0	1	0	0.292134
PD	Pbre1_15G241200	old	1	False	0	1	0	0.331249
TRD	Pbre1_07G303600	old	1	False	0	0	0	0.352873
TRD	Pbre1_14G127600	old	1	False	0	0	0	0.43661
TRD	Pbre1_09G368800	old	1	False	0	0	0	0.156483
PD	Pbre1_02G092400	old	1	False	0	1	0	0.41944
TD	Pbre1_10G060800	old	1	False	1	0	0	0.146778
TRD	Pbre1_07G078800	old	1	False	0	0	0	0.169474
PD	Pbre1_04G351800	old	1	False	1	1	0	0.281575
TRD	Pbre1_03G315800	old	1	False	0	1	0	0.282702
TD	Pbre1_15G153400	old	1	False	1	0	0	0.223206
TD	Pbre1_17G151800	old	1	False	0	1	0	0.235833
PD	Pbre1_13G270400	old	2	False	0	0	0	0.164776
TD	Pbre1_08G388600	old	1	False	0	1	1	0.124899
TRD	Pbre1_03G438200	old	1	False	0	0	0	0.296585
