chrom	start	end	size_kb	sample
Chr05	28190000	28250000	60.0	rep2
Chr05	28250000	28430000	180.0	rep2
Chr05	28430000	28520000	90.0	rep2
Chr05	28520000	28720000	200.0	rep2
Chr05	28720000	28810000	90.0	rep2
Chr05	28810000	28920000	110.0	rep2
Chr05	28920000	29180000	260.0	rep2
Chr05	29180000	29250000	70.0	rep2
Chr05	29250000	29350000	100.0	rep2
Chr05	29350000	29420000	70.0	rep2
Chr05	29420000	29490000	70.0	rep2
Chr05	29490000	29660000	170.0	rep2
Chr05	29660000	29750000	90.0	rep2
Chr05	29750000	29860000	110.0	rep2
Chr05	29860000	29990000	130.0	rep2
Chr05	29990000	30060000	70.0	rep2
Chr05	30060000	30110000	50.0	rep2
Chr05	30110000	30230000	120.0	rep2
Chr05	30230000	30370000	140.0	rep2
Chr05	30370000	30480000	110.0	rep2
Chr05	30480000	30520000	40.0	rep2
Chr05	30520000	30740000	220.0	rep2
Chr05	30740000	30790000	50.0	rep2
Chr05	30790000	30840000	50.0	rep2
Chr05	30840000	30910000	70.0	rep2
Chr05	30910000	30970000	60.0	rep2
Chr05	30970000	31050000	80.0	rep2
Chr05	31050000	31140000	90.0	rep2
Chr05	31140000	31190000	50.0	rep2
Chr05	31190000	31280000	90.0	rep2
Chr05	31280000	31350000	70.0	rep2
Chr05	31350000	31470000	120.0	rep2
Chr05	31470000	31830000	360.0	rep2
Chr05	31830000	31940000	110.0	rep2
Chr05	31940000	32010000	70.0	rep2
Chr05	32010000	32140000	130.0	rep2
Chr05	32140000	32260000	120.0	rep2
Chr05	32260000	32360000	100.0	rep2
Chr05	32360000	32430000	70.0	rep2
Chr05	32430000	32500000	70.0	rep2
Chr05	32500000	32580000	80.0	rep2
Chr05	32580000	32650000	70.0	rep2
Chr05	32650000	32760000	110.0	rep2
Chr05	32760000	33050000	290.0	rep2
Chr05	33050000	33160000	110.0	rep2
Chr05	33160000	33350000	190.0	rep2
Chr05	33350000	33410000	60.0	rep2
Chr05	33410000	33610000	200.0	rep2
Chr05	33610000	34120000	510.0	rep2
Chr05	34120000	34240000	120.0	rep2
Chr05	34240000	34330000	90.0	rep2
Chr05	34330000	34370000	40.0	rep2
Chr05	34370000	34680000	310.0	rep2
Chr05	34680000	34740000	60.0	rep2
Chr05	34740000	34790000	50.0	rep2
Chr05	34790000	34970000	180.0	rep2
Chr05	34970000	35030000	60.0	rep2
Chr05	35030000	35170000	140.0	rep2
Chr05	35170000	35260000	90.0	rep2
Chr11	100000	180000	80.0	rep2
Chr11	180000	230000	50.0	rep2
Chr11	230000	400000	170.0	rep2
Chr11	400000	540000	140.0	rep2
Chr11	540000	840000	300.0	rep2
Chr11	840000	910000	70.0	rep2
Chr11	910000	1240000	330.0	rep2
Chr11	1240000	1320000	80.0	rep2
Chr11	1320000	1960000	640.0	rep2
Chr11	1960000	2010000	50.0	rep2
Chr11	2010000	2070000	60.0	rep2
Chr11	2070000	2120000	50.0	rep2
Chr11	2120000	2260000	140.0	rep2
Chr11	2260000	2320000	60.0	rep2
Chr11	2320000	2370000	50.0	rep2
Chr11	2370000	2410000	40.0	rep2
Chr11	2410000	2530000	120.0	rep2
Chr11	2530000	2770000	240.0	rep2
Chr11	2770000	2970000	200.0	rep2
Chr11	2970000	3080000	110.0	rep2
Chr11	3080000	3160000	80.0	rep2
Chr11	3160000	3210000	50.0	rep2
Chr11	3210000	3270000	60.0	rep2
Chr11	3270000	3310000	40.0	rep2
Chr11	3310000	3370000	60.0	rep2
Chr11	3370000	3520000	150.0	rep2
Chr11	3520000	3620000	100.0	rep2
Chr11	3620000	3780000	160.0	rep2
Chr11	3780000	3890000	110.0	rep2
Chr11	3890000	3990000	100.0	rep2
Chr11	3990000	4120000	130.0	rep2
Chr11	4120000	4450000	330.0	rep2
Chr11	4450000	4670000	220.0	rep2
Chr11	4670000	4750000	80.0	rep2
Chr11	4750000	4840000	90.0	rep2
Chr11	4840000	4900000	60.0	rep2
Chr11	4900000	4930000	30.0	rep2
Chr11	4930000	4980000	50.0	rep2
Chr11	4980000	5430000	450.0	rep2
Chr11	5430000	5990000	560.0	rep2
Chr11	5990000	6060000	70.0	rep2
Chr11	6060000	6220000	160.0	rep2
Chr11	6220000	6270000	50.0	rep2
Chr11	6270000	6390000	120.0	rep2
Chr11	6390000	6500000	110.0	rep2
Chr11	6500000	6710000	210.0	rep2
Chr11	6710000	6760000	50.0	rep2
Chr11	6760000	6870000	110.0	rep2
Chr11	6870000	6910000	40.0	rep2
Chr11	6910000	7010000	100.0	rep2
Chr11	7010000	7450000	440.0	rep2
Chr11	7450000	7530000	80.0	rep2
Chr11	7530000	7640000	110.0	rep2
Chr11	7640000	7700000	60.0	rep2
Chr11	7700000	7990000	290.0	rep2
Chr11	7990000	8110000	120.0	rep2
Chr11	8110000	8260000	150.0	rep2
Chr11	8260000	8370000	110.0	rep2
Chr11	8370000	8430000	60.0	rep2
Chr11	8430000	8510000	80.0	rep2
Chr11	8510000	8570000	60.0	rep2
Chr11	8570000	8750000	180.0	rep2
Chr11	8750000	8920000	170.0	rep2
Chr11	8920000	8990000	70.0	rep2
Chr11	8990000	9230000	240.0	rep2
Chr11	9230000	9270000	40.0	rep2
Chr11	9270000	9350000	80.0	rep2
Chr11	9350000	9410000	60.0	rep2
Chr11	9410000	9480000	70.0	rep2
Chr11	9480000	9590000	110.0	rep2
Chr11	9590000	9700000	110.0	rep2
Chr11	9700000	9750000	50.0	rep2
Chr11	9750000	9840000	90.0	rep2
Chr11	9840000	9910000	70.0	rep2
Chr11	9910000	10000000	90.0	rep2
Chr11	10000000	10060000	60.0	rep2
Chr11	10060000	10130000	70.0	rep2
Chr11	10130000	10160000	30.0	rep2
Chr11	10160000	10230000	70.0	rep2
Chr11	10230000	10570000	340.0	rep2
Chr11	10570000	10680000	110.0	rep2
Chr11	10680000	10730000	50.0	rep2
Chr11	10730000	10850000	120.0	rep2
Chr11	10850000	11110000	260.0	rep2
Chr11	11110000	11160000	50.0	rep2
Chr11	11160000	11250000	90.0	rep2
Chr11	11250000	11320000	70.0	rep2
Chr11	11320000	11450000	130.0	rep2
Chr11	11450000	11520000	70.0	rep2
Chr11	11520000	11570000	50.0	rep2
Chr11	11570000	11640000	70.0	rep2
Chr11	11640000	11910000	270.0	rep2
Chr11	11910000	12000000	90.0	rep2
Chr11	12000000	12250000	250.0	rep2
Chr11	12250000	12330000	80.0	rep2
Chr11	12330000	12480000	150.0	rep2
Chr11	12480000	12630000	150.0	rep2
Chr11	12630000	12780000	150.0	rep2
Chr11	12780000	12900000	120.0	rep2
Chr11	12900000	13030000	130.0	rep2
Chr11	13030000	13200000	170.0	rep2
Chr11	13200000	13400000	200.0	rep2
Chr11	13400000	13470000	70.0	rep2
Chr11	13470000	13640000	170.0	rep2
Chr11	13640000	14030000	390.0	rep2
Chr11	14030000	14270000	240.0	rep2
Chr11	14270000	14330000	60.0	rep2
Chr11	14330000	14380000	50.0	rep2
Chr11	14380000	14440000	60.0	rep2
Chr11	14440000	14610000	170.0	rep2
Chr11	14610000	14740000	130.0	rep2
Chr11	14740000	14840000	100.0	rep2
Chr11	14840000	14930000	90.0	rep2
Chr11	14930000	15160000	230.0	rep2
Chr11	15160000	15360000	200.0	rep2
Chr11	15360000	15570000	210.0	rep2
Chr11	15570000	15780000	210.0	rep2
Chr11	15780000	15810000	30.0	rep2
Chr11	15810000	16060000	250.0	rep2
Chr11	16060000	16110000	50.0	rep2
Chr11	16110000	16240000	130.0	rep2
Chr11	16240000	16500000	260.0	rep2
Chr11	16500000	17220000	720.0	rep2
Chr11	17220000	18510000	1290.0	rep2
Chr11	18510000	19020000	510.0	rep2
Chr11	19020000	19070000	50.0	rep2
Chr11	19070000	19140000	70.0	rep2
Chr11	19140000	19200000	60.0	rep2
Chr11	19200000	19330000	130.0	rep2
Chr11	19330000	20070000	740.0	rep2
Chr11	20070000	20120000	50.0	rep2
Chr11	20120000	20190000	70.0	rep2
Chr11	20190000	20450000	260.0	rep2
Chr11	20450000	20930000	480.0	rep2
Chr11	20930000	21030000	100.0	rep2
Chr11	21030000	21320000	290.0	rep2
Chr11	21320000	21620000	300.0	rep2
Chr11	21620000	21700000	80.0	rep2
Chr11	21700000	21970000	270.0	rep2
Chr11	21970000	22010000	40.0	rep2
Chr11	22010000	22130000	120.0	rep2
Chr11	22130000	22250000	120.0	rep2
Chr11	22250000	22390000	140.0	rep2
Chr11	22390000	22460000	70.0	rep2
Chr11	22460000	22550000	90.0	rep2
Chr11	22550000	22840000	290.0	rep2
Chr11	22840000	22920000	80.0	rep2
Chr11	22920000	23060000	140.0	rep2
Chr11	23060000	23140000	80.0	rep2
Chr11	23140000	23180000	40.0	rep2
Chr11	23180000	23470000	290.0	rep2
Chr11	23470000	23610000	140.0	rep2
Chr11	23610000	23860000	250.0	rep2
Chr11	23860000	24050000	190.0	rep2
Chr11	24050000	24140000	90.0	rep2
Chr11	24140000	24360000	220.0	rep2
Chr11	24360000	24460000	100.0	rep2
Chr11	24460000	24650000	190.0	rep2
Chr11	24650000	24790000	140.0	rep2
Chr11	24790000	24840000	50.0	rep2
Chr11	24840000	24910000	70.0	rep2
Chr11	24910000	24970000	60.0	rep2
Chr11	24970000	25030000	60.0	rep2
Chr11	25030000	25090000	60.0	rep2
Chr11	25090000	25200000	110.0	rep2
Chr11	25200000	25330000	130.0	rep2
Chr11	25330000	25410000	80.0	rep2
Chr11	25410000	25460000	50.0	rep2
Chr11	25460000	25770000	310.0	rep2
Chr11	25770000	25830000	60.0	rep2
Chr11	25830000	25910000	80.0	rep2
Chr11	25910000	25980000	70.0	rep2
Chr11	25980000	26070000	90.0	rep2
Chr11	26070000	26190000	120.0	rep2
Chr11	26190000	26280000	90.0	rep2
Chr11	26280000	26390000	110.0	rep2
Chr11	26390000	26440000	50.0	rep2
Chr11	26440000	26500000	60.0	rep2
Chr11	26500000	26760000	260.0	rep2
Chr11	26760000	26830000	70.0	rep2
Chr11	26830000	26930000	100.0	rep2
Chr11	26930000	27180000	250.0	rep2
Chr11	27180000	27260000	80.0	rep2
Chr11	27260000	27390000	130.0	rep2
Chr11	27390000	27550000	160.0	rep2
Chr11	27550000	27620000	70.0	rep2
Chr11	27620000	27720000	100.0	rep2
Chr11	27720000	27860000	140.0	rep2
Chr11	27860000	27910000	50.0	rep2
Chr11	27910000	27940000	30.0	rep2
Chr11	27940000	28010000	70.0	rep2
Chr11	28010000	28110000	100.0	rep2
Chr11	28110000	28170000	60.0	rep2
Chr11	28170000	28230000	60.0	rep2
Chr11	28230000	28320000	90.0	rep2
Chr11	28320000	28370000	50.0	rep2
Chr11	28370000	28460000	90.0	rep2
Chr11	28460000	28510000	50.0	rep2
Chr11	28510000	28570000	60.0	rep2
Chr11	28570000	28650000	80.0	rep2
Chr11	28650000	28700000	50.0	rep2
Chr11	28700000	28750000	50.0	rep2
Chr11	28750000	28800000	50.0	rep2
Chr11	28800000	28840000	40.0	rep2
Chr11	28840000	28880000	40.0	rep2
Chr11	28880000	29060000	180.0	rep2
Chr11	29060000	29260000	200.0	rep2
Chr11	29260000	29340000	80.0	rep2
Chr11	29340000	29420000	80.0	rep2
Chr11	29420000	29550000	130.0	rep2
Chr11	29550000	29810000	260.0	rep2
Chr11	29810000	29950000	140.0	rep2
Chr11	29950000	30070000	120.0	rep2
Chr11	30070000	30150000	80.0	rep2
Chr11	30150000	30200000	50.0	rep2
Chr11	30200000	30320000	120.0	rep2
Chr11	30320000	30460000	140.0	rep2
Chr11	30460000	30650000	190.0	rep2
Chr11	30650000	30760000	110.0	rep2
Chr11	30760000	31000000	240.0	rep2
Chr11	31000000	31050000	50.0	rep2
Chr11	31050000	31130000	80.0	rep2
Chr11	31130000	31270000	140.0	rep2
Chr11	31270000	31360000	90.0	rep2
Chr11	31360000	31420000	60.0	rep2
Chr11	31420000	31480000	60.0	rep2
Chr11	31480000	31690000	210.0	rep2
Chr11	31690000	31760000	70.0	rep2
Chr11	31760000	31800000	40.0	rep2
Chr11	31800000	31870000	70.0	rep2
Chr11	31870000	31930000	60.0	rep2
Chr11	31930000	32040000	110.0	rep2
Chr11	32040000	32120000	80.0	rep2
Chr11	32120000	32180000	60.0	rep2
Chr11	32180000	32280000	100.0	rep2
Chr11	32280000	32410000	130.0	rep2
Chr11	32410000	32520000	110.0	rep2
Chr11	32520000	32710000	190.0	rep2
Chr11	32710000	32770000	60.0	rep2
Chr11	32770000	32830000	60.0	rep2
Chr11	32830000	32930000	100.0	rep2
Chr11	32930000	33040000	110.0	rep2
Chr11	33040000	33190000	150.0	rep2
Chr13	150000	240000	90.0	rep2
Chr13	240000	670000	430.0	rep2
Chr13	670000	930000	260.0	rep2
Chr13	930000	1000000	70.0	rep2
Chr13	1000000	1060000	60.0	rep2
Chr13	1060000	1120000	60.0	rep2
Chr13	1120000	1230000	110.0	rep2
Chr13	1230000	1390000	160.0	rep2
Chr13	1390000	1600000	210.0	rep2
Chr13	1600000	1650000	50.0	rep2
Chr13	1650000	1720000	70.0	rep2
Chr13	1720000	1810000	90.0	rep2
Chr13	1810000	1860000	50.0	rep2
Chr13	1860000	1970000	110.0	rep2
Chr13	1970000	2040000	70.0	rep2
Chr13	2040000	2200000	160.0	rep2
Chr13	2200000	2330000	130.0	rep2
Chr13	2330000	2400000	70.0	rep2
Chr13	2400000	2790000	390.0	rep2
Chr13	2790000	3010000	220.0	rep2
Chr13	3010000	3070000	60.0	rep2
Chr13	3070000	3200000	130.0	rep2
Chr13	3200000	3270000	70.0	rep2
Chr13	3270000	3360000	90.0	rep2
Chr13	3360000	3420000	60.0	rep2
Chr13	3420000	3640000	220.0	rep2
Chr13	3640000	3750000	110.0	rep2
Chr13	3750000	3870000	120.0	rep2
Chr13	3870000	3900000	30.0	rep2
Chr13	3900000	4000000	100.0	rep2
Chr13	4000000	4520000	520.0	rep2
Chr13	4520000	4580000	60.0	rep2
Chr13	4580000	4660000	80.0	rep2
Chr13	4660000	4910000	250.0	rep2
Chr13	4910000	4980000	70.0	rep2
Chr13	4980000	5030000	50.0	rep2
Chr13	5030000	5110000	80.0	rep2
Chr13	5110000	5180000	70.0	rep2
Chr13	5180000	5230000	50.0	rep2
Chr13	5230000	5460000	230.0	rep2
Chr13	5460000	5670000	210.0	rep2
Chr13	5670000	5790000	120.0	rep2
Chr13	5790000	5920000	130.0	rep2
Chr13	5920000	6010000	90.0	rep2
Chr13	6010000	6070000	60.0	rep2
Chr13	6070000	6150000	80.0	rep2
Chr13	6150000	6220000	70.0	rep2
Chr13	6220000	6350000	130.0	rep2
Chr13	6350000	6420000	70.0	rep2
Chr13	6420000	6460000	40.0	rep2
Chr13	6460000	6530000	70.0	rep2
Chr13	6530000	6660000	130.0	rep2
Chr13	6660000	6760000	100.0	rep2
Chr13	6760000	6860000	100.0	rep2
Chr13	6860000	6980000	120.0	rep2
Chr13	6980000	7090000	110.0	rep2
Chr13	7090000	7120000	30.0	rep2
Chr13	7120000	7180000	60.0	rep2
Chr13	7180000	7440000	260.0	rep2
Chr13	7440000	7480000	40.0	rep2
Chr13	7480000	7680000	200.0	rep2
Chr13	7680000	7740000	60.0	rep2
Chr13	7740000	7790000	50.0	rep2
Chr13	7790000	7850000	60.0	rep2
Chr13	7850000	8050000	200.0	rep2
Chr13	8050000	8210000	160.0	rep2
Chr13	8210000	8370000	160.0	rep2
Chr13	8370000	8620000	250.0	rep2
Chr13	8620000	8680000	60.0	rep2
Chr13	8680000	8780000	100.0	rep2
Chr13	8780000	8830000	50.0	rep2
Chr13	8830000	8940000	110.0	rep2
Chr13	8940000	9300000	360.0	rep2
Chr13	9300000	9510000	210.0	rep2
Chr13	9510000	9580000	70.0	rep2
Chr13	9580000	9640000	60.0	rep2
Chr13	9640000	9740000	100.0	rep2
Chr13	9740000	9870000	130.0	rep2
Chr13	9870000	10220000	350.0	rep2
Chr13	10220000	10300000	80.0	rep2
Chr13	10300000	10460000	160.0	rep2
Chr13	10460000	10620000	160.0	rep2
Chr13	10620000	10680000	60.0	rep2
Chr13	10680000	10750000	70.0	rep2
Chr13	10750000	10860000	110.0	rep2
Chr13	10860000	10950000	90.0	rep2
Chr13	10950000	11080000	130.0	rep2
Chr13	11080000	11210000	130.0	rep2
Chr13	11210000	11280000	70.0	rep2
Chr13	11280000	11470000	190.0	rep2
Chr13	11470000	11570000	100.0	rep2
Chr13	11570000	11660000	90.0	rep2
Chr13	11660000	11800000	140.0	rep2
Chr13	11800000	12020000	220.0	rep2
Chr13	12020000	12390000	370.0	rep2
Chr13	12390000	12450000	60.0	rep2
Chr13	12450000	12540000	90.0	rep2
Chr13	12540000	12670000	130.0	rep2
Chr13	12670000	12760000	90.0	rep2
Chr13	12760000	12810000	50.0	rep2
Chr13	12810000	12870000	60.0	rep2
Chr13	12870000	12950000	80.0	rep2
Chr13	12950000	13250000	300.0	rep2
Chr13	13250000	13330000	80.0	rep2
Chr13	13330000	13600000	270.0	rep2
Chr13	13600000	13690000	90.0	rep2
Chr13	13690000	13870000	180.0	rep2
Chr13	13870000	13900000	30.0	rep2
Chr13	13900000	13970000	70.0	rep2
Chr13	13970000	14070000	100.0	rep2
Chr13	14070000	14160000	90.0	rep2
Chr13	14160000	14250000	90.0	rep2
Chr13	14250000	14340000	90.0	rep2
Chr13	14340000	14440000	100.0	rep2
Chr13	14440000	14550000	110.0	rep2
Chr13	14550000	14590000	40.0	rep2
Chr13	14590000	14660000	70.0	rep2
Chr13	14660000	14730000	70.0	rep2
Chr13	14730000	14830000	100.0	rep2
Chr13	14830000	14970000	140.0	rep2
Chr13	14970000	15110000	140.0	rep2
Chr13	15110000	15150000	40.0	rep2
Chr13	15150000	15230000	80.0	rep2
Chr13	15230000	15330000	100.0	rep2
Chr13	15330000	15630000	300.0	rep2
Chr13	15630000	15700000	70.0	rep2
Chr13	15700000	15750000	50.0	rep2
Chr13	15750000	15820000	70.0	rep2
Chr13	15820000	15910000	90.0	rep2
Chr13	15910000	15990000	80.0	rep2
Chr13	15990000	16200000	210.0	rep2
Chr13	16200000	16280000	80.0	rep2
Chr13	16280000	16330000	50.0	rep2
Chr13	16330000	16430000	100.0	rep2
Chr13	16430000	16460000	30.0	rep2
Chr13	16460000	16660000	200.0	rep2
Chr13	16660000	16810000	150.0	rep2
Chr13	16810000	16950000	140.0	rep2
Chr13	16950000	17090000	140.0	rep2
Chr13	17090000	17200000	110.0	rep2
Chr13	17200000	17260000	60.0	rep2
Chr13	17260000	17340000	80.0	rep2
Chr13	17340000	17390000	50.0	rep2
Chr13	17390000	17450000	60.0	rep2
Chr13	17450000	17550000	100.0	rep2
Chr13	17550000	17670000	120.0	rep2
Chr13	17670000	17740000	70.0	rep2
Chr13	17740000	17790000	50.0	rep2
Chr13	17790000	17840000	50.0	rep2
Chr13	17840000	18100000	260.0	rep2
Chr13	18100000	18390000	290.0	rep2
Chr13	18390000	18600000	210.0	rep2
Chr13	18600000	18670000	70.0	rep2
Chr13	18670000	18810000	140.0	rep2
Chr13	18810000	18910000	100.0	rep2
Chr13	18910000	19040000	130.0	rep2
Chr13	19040000	19230000	190.0	rep2
Chr13	19230000	19390000	160.0	rep2
Chr13	19390000	19510000	120.0	rep2
Chr13	19510000	19560000	50.0	rep2
Chr13	19560000	19630000	70.0	rep2
Chr13	19630000	19990000	360.0	rep2
Chr13	19990000	20110000	120.0	rep2
Chr13	20110000	20230000	120.0	rep2
Chr13	20230000	20410000	180.0	rep2
Chr13	20410000	20860000	450.0	rep2
Chr13	20860000	21270000	410.0	rep2
Chr13	21270000	21480000	210.0	rep2
Chr13	21480000	21590000	110.0	rep2
Chr13	21590000	21720000	130.0	rep2
Chr13	21720000	21920000	200.0	rep2
Chr13	21920000	22050000	130.0	rep2
Chr13	22050000	22110000	60.0	rep2
Chr13	22110000	22250000	140.0	rep2
Chr13	22250000	22310000	60.0	rep2
Chr13	22310000	23910000	1600.0	rep2
Chr13	23910000	24150000	240.0	rep2
Chr13	24150000	25510000	1360.0	rep2
Chr13	25510000	25760000	250.0	rep2
Chr13	25760000	26100000	340.0	rep2
Chr13	26100000	26220000	120.0	rep2
Chr13	26220000	26300000	80.0	rep2
Chr13	26300000	26400000	100.0	rep2
Chr13	26400000	26770000	370.0	rep2
Chr13	26770000	26900000	130.0	rep2
Chr13	26900000	27010000	110.0	rep2
Chr13	27010000	27100000	90.0	rep2
Chr13	27100000	27330000	230.0	rep2
Chr13	27330000	27710000	380.0	rep2
Chr13	27710000	27760000	50.0	rep2
Chr13	27760000	28070000	310.0	rep2
Chr13	28070000	28160000	90.0	rep2
Chr13	28160000	28360000	200.0	rep2
Chr13	28360000	28570000	210.0	rep2
Chr13	28570000	28710000	140.0	rep2
Chr13	28710000	28870000	160.0	rep2
Chr13	28870000	29170000	300.0	rep2
Chr13	29170000	29290000	120.0	rep2
Chr13	29290000	29350000	60.0	rep2
Chr13	29350000	29630000	280.0	rep2
Chr13	29630000	29870000	240.0	rep2
Chr13	29870000	29990000	120.0	rep2
Chr13	29990000	30130000	140.0	rep2
Chr13	30130000	30790000	660.0	rep2
Chr13	30790000	30860000	70.0	rep2
Chr14	340000	390000	50.0	rep2
Chr14	390000	570000	180.0	rep2
Chr14	570000	610000	40.0	rep2
Chr14	610000	770000	160.0	rep2
Chr14	770000	820000	50.0	rep2
Chr14	820000	920000	100.0	rep2
Chr14	920000	980000	60.0	rep2
Chr14	980000	1030000	50.0	rep2
Chr14	1030000	1080000	50.0	rep2
Chr14	1080000	1390000	310.0	rep2
Chr14	1390000	1460000	70.0	rep2
Chr14	1460000	1580000	120.0	rep2
Chr14	1580000	1740000	160.0	rep2
Chr14	1740000	1790000	50.0	rep2
Chr14	1790000	1880000	90.0	rep2
Chr14	1880000	2020000	140.0	rep2
Chr14	2020000	2090000	70.0	rep2
Chr14	2090000	2480000	390.0	rep2
Chr14	2480000	2550000	70.0	rep2
Chr14	2550000	2630000	80.0	rep2
Chr14	2630000	2710000	80.0	rep2
Chr14	2710000	2950000	240.0	rep2
Chr14	2950000	3020000	70.0	rep2
Chr14	3020000	3150000	130.0	rep2
Chr14	3150000	3210000	60.0	rep2
Chr14	3210000	3280000	70.0	rep2
Chr14	3280000	3410000	130.0	rep2
Chr14	3410000	3480000	70.0	rep2
Chr14	3480000	3580000	100.0	rep2
Chr14	3580000	3720000	140.0	rep2
Chr14	3720000	3760000	40.0	rep2
Chr14	3760000	3840000	80.0	rep2
Chr14	3840000	4010000	170.0	rep2
Chr14	4010000	4100000	90.0	rep2
Chr14	4100000	4230000	130.0	rep2
Chr14	4230000	4330000	100.0	rep2
Chr14	4330000	4430000	100.0	rep2
Chr14	4430000	4500000	70.0	rep2
Chr14	4500000	4590000	90.0	rep2
Chr14	4590000	4670000	80.0	rep2
Chr14	4670000	4730000	60.0	rep2
Chr14	4730000	4820000	90.0	rep2
Chr14	4820000	4920000	100.0	rep2
Chr14	4920000	4950000	30.0	rep2
Chr14	4950000	5020000	70.0	rep2
Chr14	5020000	5060000	40.0	rep2
Chr14	5060000	5170000	110.0	rep2
Chr14	5170000	5270000	100.0	rep2
Chr14	5270000	5320000	50.0	rep2
Chr14	5320000	5630000	310.0	rep2
Chr14	5630000	5720000	90.0	rep2
Chr14	5720000	5800000	80.0	rep2
Chr14	5800000	5850000	50.0	rep2
Chr14	5850000	5910000	60.0	rep2
Chr14	5910000	6220000	310.0	rep2
Chr14	6220000	6320000	100.0	rep2
Chr14	6320000	6410000	90.0	rep2
Chr14	6410000	6650000	240.0	rep2
Chr14	6650000	6880000	230.0	rep2
Chr14	6880000	6960000	80.0	rep2
Chr14	6960000	7030000	70.0	rep2
Chr14	7030000	7150000	120.0	rep2
Chr14	7150000	7270000	120.0	rep2
Chr14	7270000	7380000	110.0	rep2
Chr14	7380000	7420000	40.0	rep2
Chr14	7420000	7510000	90.0	rep2
Chr14	7510000	7660000	150.0	rep2
Chr14	7660000	7700000	40.0	rep2
Chr14	7700000	7790000	90.0	rep2
Chr14	7790000	7880000	90.0	rep2
Chr14	7880000	7970000	90.0	rep2
Chr14	7970000	8210000	240.0	rep2
Chr14	8210000	8290000	80.0	rep2
Chr14	8290000	8360000	70.0	rep2
Chr14	8360000	8440000	80.0	rep2
Chr14	8440000	8720000	280.0	rep2
Chr14	8720000	8930000	210.0	rep2
Chr14	8930000	9030000	100.0	rep2
Chr14	9030000	9100000	70.0	rep2
Chr14	9100000	10430000	1330.0	rep2
Chr14	10430000	10460000	30.0	rep2
Chr14	10460000	12140000	1680.0	rep2
Chr14	12140000	12290000	150.0	rep2
Chr14	12290000	12370000	80.0	rep2
Chr14	12370000	12890000	520.0	rep2
Chr14	12890000	12960000	70.0	rep2
Chr14	12960000	13190000	230.0	rep2
Chr14	13190000	13340000	150.0	rep2
Chr14	13340000	13410000	70.0	rep2
Chr14	13410000	13930000	520.0	rep2
Chr14	13930000	14080000	150.0	rep2
Chr14	14080000	14190000	110.0	rep2
Chr14	14190000	14470000	280.0	rep2
Chr14	14470000	14520000	50.0	rep2
Chr14	14520000	14600000	80.0	rep2
Chr14	14600000	14660000	60.0	rep2
Chr14	14660000	14880000	220.0	rep2
Chr14	14880000	14940000	60.0	rep2
Chr14	14940000	15090000	150.0	rep2
Chr14	15090000	15140000	50.0	rep2
Chr14	15140000	15330000	190.0	rep2
Chr14	15330000	15490000	160.0	rep2
Chr14	15490000	15700000	210.0	rep2
Chr14	15700000	15820000	120.0	rep2
Chr14	15820000	15860000	40.0	rep2
Chr14	15860000	15970000	110.0	rep2
Chr14	15970000	16130000	160.0	rep2
Chr14	16130000	16230000	100.0	rep2
Chr14	16230000	16390000	160.0	rep2
Chr14	16390000	16490000	100.0	rep2
Chr14	16490000	16590000	100.0	rep2
Chr14	16590000	16760000	170.0	rep2
Chr14	16760000	16880000	120.0	rep2
Chr14	16880000	16920000	40.0	rep2
Chr14	16920000	17040000	120.0	rep2
Chr14	17040000	17130000	90.0	rep2
Chr14	17130000	17270000	140.0	rep2
Chr14	17270000	17420000	150.0	rep2
Chr14	17420000	17570000	150.0	rep2
Chr14	17570000	17600000	30.0	rep2
Chr14	17600000	17870000	270.0	rep2
Chr14	17870000	17950000	80.0	rep2
Chr14	17950000	18040000	90.0	rep2
Chr14	18040000	18260000	220.0	rep2
Chr14	18260000	18370000	110.0	rep2
Chr14	18370000	18450000	80.0	rep2
Chr14	18450000	18510000	60.0	rep2
Chr14	18510000	18730000	220.0	rep2
Chr14	18730000	18790000	60.0	rep2
Chr14	18790000	18930000	140.0	rep2
Chr14	18930000	19000000	70.0	rep2
Chr14	19000000	19120000	120.0	rep2
Chr14	19120000	19200000	80.0	rep2
Chr14	19200000	19270000	70.0	rep2
Chr14	19270000	19310000	40.0	rep2
Chr14	19310000	19410000	100.0	rep2
Chr14	19410000	19500000	90.0	rep2
Chr14	19500000	19560000	60.0	rep2
Chr14	19560000	19870000	310.0	rep2
Chr14	19870000	20150000	280.0	rep2
Chr14	20150000	20260000	110.0	rep2
Chr14	20260000	20550000	290.0	rep2
Chr14	20550000	21140000	590.0	rep2
Chr14	21140000	21210000	70.0	rep2
Chr14	21210000	21400000	190.0	rep2
Chr14	21400000	21470000	70.0	rep2
Chr14	21470000	21780000	310.0	rep2
Chr14	21780000	21840000	60.0	rep2
Chr14	21840000	21910000	70.0	rep2
Chr14	21910000	21980000	70.0	rep2
Chr14	21980000	22110000	130.0	rep2
Chr14	22110000	22200000	90.0	rep2
Chr14	22200000	22700000	500.0	rep2
Chr14	22700000	22830000	130.0	rep2
Chr14	22830000	22930000	100.0	rep2
Chr14	22930000	23100000	170.0	rep2
Chr14	23100000	23170000	70.0	rep2
Chr14	23170000	23310000	140.0	rep2
Chr14	23310000	23410000	100.0	rep2
Chr14	23410000	23670000	260.0	rep2
