duplication_type	parent	child	ancestor	TPC_Ks	TPCA_Ks	tPC_ratio	CLOUD_class	prob_Conservation	prob_Neofunctionalization_Parent	prob_Neofunctionalization_Child	prob_Subfunctionalization	prob_Specialization	assigned_class_probability	class_label
TRD	Pbre1_02G506000	Pbre1_02G484000	Prupe.2G007500.1	0.205235	0.338915	0.6055648171370402	Neofunctionalization(Child)	7.147090310862355e-07	2.908908840427401e-11	0.9999991741305456	6.88055689142203e-08	4.232576513893011e-08	0.9999991741305456	Neo(C)
TRD	Pbre1_07G025200	Pbre1_02G484400	Prupe.2G020100.1	0.198562	0.312667	0.63505902445733	Neofunctionalization(Child)	1.0869431312337983e-10	0.0011338320622099	0.6264794483687445	0.2020470341302023	0.1703396853301487	0.6264794483687445	Neo(C)
TRD	Pbre1_15G539000	Pbre1_02G484800	Prupe.6G213300.1	0.0854432	0.642814	0.1329205648912438	Subfunctionalization	0.0080633730135527	7.19703288952033e-08	0.2557352631563058	0.7357247829018169	0.0004765089579956	0.7357247829018169	Sub
TRD	Pbre1_02G458800	Pbre1_02G485000	Prupe.2G035500.1	0.206451	0.639746	0.3227077621431005	Subfunctionalization	0.0382389092984997	5.4970568020739527e-08	0.4601171803459608	0.500781074277321	0.0008627811076504	0.500781074277321	Sub
TRD	Pbre1_15G539000	Pbre1_02G487600	Prupe.6G213300.1	0.0668678	0.642814	0.1040235589143982	Neofunctionalization(Child)	0.0161939534483744	2.298325143386441e-05	0.982093847776426	0.0009147164050136	0.0007744991187523	0.982093847776426	Neo(C)
TRD	Pbre1_15G539000	Pbre1_02G487800	Prupe.6G213300.1	0.113394	0.642814	0.1764025052347957	Subfunctionalization	0.0227245042994255	0.0024939388791765	0.4482211516314331	0.5265576078026238	2.7973873407703607e-06	0.5265576078026238	Sub
TRD	Pbre1_16G102400	Pbre1_03G000400	Prupe.1G299800.1	0.276869	0.287836	0.961898442168457	Neofunctionalization(Parent)	0.0005013551972243	0.9984561705593848	5.820130157621476e-08	0.000230399957575	0.000812016084514	0.9984561705593848	Neo(P)
TRD	Pbre1_11G001000	Pbre1_03G000800	Prupe.6G000600.1	0.137944	0.185414	0.743978340362648	Specialization	1.867479625781416e-09	6.164308636966556e-12	0.0020154182333736	0.0152136882057063	0.9827708916872762	0.9827708916872762	Spe
TRD	Pbre1_05G592800	Pbre1_03G001800	Prupe.4G008500.1	0.724868	0.633294	1.1445995067062058	Neofunctionalization(Child)	1.4231710341840102e-11	5.201685270405846e-16	0.9998427752278048	7.211810132915498e-09	0.0001572175461528	0.9998427752278048	Neo(C)
TRD	Pbre1_17G031400	Pbre1_03G004200	Prupe.3G299300.1	0.325815	0.355173	0.9173416898243956	Neofunctionalization(Child)	6.40386284094546e-06	1.3237751347485405e-12	0.9999906411156764	2.9659390001204484e-08	2.925360768802556e-06	0.9999906411156764	Neo(C)
TRD	Pbre1_14G068200	Pbre1_03G009800	Prupe.7G095200.1	0.354974	0.579412	0.61264523344356	Conservation	0.9999926350317137	7.364885670085652e-06	3.77530003169614e-17	7.85711988168569e-11	4.0451156041338936e-12	0.9999926350317137	Con
TRD	Pbre1_12G353800	Pbre1_03G016000	Prupe.6G318700.1	0.419915	0.407013	1.0316992331940256	Conservation	0.9999998956651076	3.5492694706897494e-08	9.055933316138823e-10	2.7474168459812278e-08	4.046243597437816e-08	0.9999998956651076	Con
TRD	Pbre1_11G021400	Pbre1_03G020200	Prupe.6G012300.1	0.218466	0.427462	0.5110770080147475	Subfunctionalization	0.2416231575522921	0.0046140665152773	0.0615750916377539	0.5687993530762798	0.1233883312183968	0.5687993530762798	Sub
TRD	Pbre1_08G216000	Pbre1_03G026000	Prupe.1G460700.1	0.134055	0.350358	0.3826229171304779	Specialization	0.0201247908392147	0.1177233414410476	0.0007091082228533	0.3867966596981045	0.4746460997987797	0.4746460997987797	Spe
TRD	Pbre1_09G046200	Pbre1_03G041200	Prupe.3G291100.1	0.509089	0.369041	1.379491709593243	Neofunctionalization(Parent)	7.877429498689487e-09	0.954788859216875	4.455600675880755e-14	0.0452111328856405	2.001053608575082e-11	0.954788859216875	Neo(P)
TRD	Pbre1_11G051400	Pbre1_03G045800	Prupe.6G026900.1	0.188331	0.296745	0.6346560177930547	Neofunctionalization(Parent)	2.4154181865309744e-06	0.8193226651431594	1.21936395030223e-10	0.1806749175901583	1.7265592615663702e-09	0.8193226651431594	Neo(P)
TRD	Pbre1_13G414400	Pbre1_03G050200	Prupe.1G079600.1	0.303306	0.263323	1.1518401354989882	Neofunctionalization(Child)	0.0075872331519094	3.633610609843964e-15	0.991145109416854	0.0012647193800577	2.9380511753040995e-06	0.991145109416854	Neo(C)
TRD	Pbre1_16G372600	Pbre1_03G059000	Prupe.1G045300.1	0.397447	0.400731	0.9918049764056188	Neofunctionalization(Child)	5.2064020577839374e-06	2.571242753221941e-17	0.9985275902760116	0.0008436224296899	0.0006235808922404	0.9985275902760116	Neo(C)
TRD	Pbre1_08G102000	Pbre1_03G068400	Prupe.1G412500.1	0.403926	0.336328	1.2009883209248116	Neofunctionalization(Parent)	0.0004498219460692	0.9746900690209188	0.0003604215851286	0.0244970404205582	2.6470273250390056e-06	0.9746900690209188	Neo(P)
TRD	Pbre1_03G125400	Pbre1_03G070600	Prupe.6G068500.1	0.668401	0.302511	2.209509736836016	Neofunctionalization(Child)	2.5755625931338305e-06	2.8394014992886142e-08	0.9969069488254167	0.0030898292379225	6.17980052416444e-07	0.9969069488254167	Neo(C)
TRD	Pbre1_11G135200	Pbre1_03G070800	Prupe.6G068500.1	0.607473	0.26346	2.305750398542473	Conservation	0.9927447447963365	0.000711580334793	0.0016789327814077	0.0044722544762504	0.0003924876112122	0.9927447447963365	Con
TRD	Pbre1_01G389000	Pbre1_03G080400	Prupe.2G305900.1	0.665926	0.245446	2.713126308841864	Subfunctionalization	0.002154252190464	0.0036959181578266	0.0019408875123563	0.9853174074218388	0.0068915347175142	0.9853174074218388	Sub
TRD	Pbre1_11G081200	Pbre1_03G081400	Prupe.6G048900.1	0.161234	0.270359	0.5963700117251506	Subfunctionalization	1.6628992284638854e-18	7.6207300475771e-05	1.7863503547041574e-14	0.9880557194003556	0.011868073299151	0.9880557194003556	Sub
TRD	Pbre1_14G026600	Pbre1_03G095400	Prupe.7G117200.1	0.185238	0.357672	0.5178990807220023	Subfunctionalization	9.346678247491329e-14	5.1509793830987965e-11	0.0131393988391703	0.9418057544543288	0.0450548466548974	0.9418057544543288	Sub
TRD	Pbre1_11G109200	Pbre1_03G106000	Prupe.6G057800.1	0.115024	0.376076	0.3058530722513534	Subfunctionalization	0.3266743449509051	3.516121893763738e-05	0.1468137093982046	0.5063640862788448	0.0201126981531077	0.5063640862788448	Sub
TRD	Pbre1_05G283600	Pbre1_03G112200	Prupe.8G193700.1	0.112597	0.416668	0.2702319352578072	Conservation	0.9943024428189436	0.000820171735435	5.45763471704934e-06	0.0047475426923264	0.0001243851185778	0.9943024428189436	Con
TRD	Pbre1_09G044400	Pbre1_03G121800	Prupe.3G291600.1	0.607195	0.585994	1.0361795513264642	Neofunctionalization(Child)	0.4644942345114561	0.0003338246740884	0.4981599691107193	0.0335810552930764	0.0034309164106595	0.4981599691107193	Neo(C)
TRD	Pbre1_15G221800	Pbre1_03G125000	Prupe.1G481900.1	1.06966	0.406684	2.6301993685515046	Conservation	0.5811479805451515	0.2650542565624489	0.0007028196038208	0.1530473730081025	4.757028047615876e-05	0.5811479805451515	Con
TRD	Pbre1_09G491800	Pbre1_03G143600	Prupe.3G001400.1	0.516914	0.449838	1.1491114579026227	Neofunctionalization(Parent)	0.0024957928917101	0.997295181632095	2.304785570877511e-09	4.394486477540535e-05	0.0001650783066339	0.997295181632095	Neo(P)
TRD	Pbre1_13G158000	Pbre1_03G148800	Prupe.1G254100.1	0.341684	0.480227	0.7115051840067301	Specialization	0.0555721210749859	0.0030822344129191	0.4050485523521877	0.0123365613808918	0.5239605307790153	0.5239605307790153	Spe
TRD	Pbre1_14G004400	Pbre1_03G150000	Prupe.7G003500.1	0.585128	0.334848	1.7474436162079512	Conservation	0.9861219389050838	0.0082422310647585	0.0004970242982479	0.0051200096454907	1.8796086419079284e-05	0.9861219389050838	Con
TRD	Pbre1_07G507800	Pbre1_03G154400	Prupe.2G327500.1	0.160583	1.16884	0.1373866397453886	Conservation	0.9793019796510124	0.0047076335005456	0.0134099530191038	2.037428010552802e-06	0.0025783964013278	0.9793019796510124	Con
TRD	Pbre1_13G388600	Pbre1_03G162400	Prupe.1G056300.1	0.474494	0.308848	1.5363350256436823	Subfunctionalization	0.0070945303990925	0.443811944353055	0.0003180019597733	0.5487612579293242	1.426535875503941e-05	0.5487612579293242	Sub
TRD	Pbre1_12G177400	Pbre1_03G163000	Prupe.7G122600.1	1.94207	0.532231	3.648923117969453	Subfunctionalization	0.038901925909153	4.664132371415821e-06	0.0148664635815201	0.946226751257372	1.9511958359007445e-07	0.946226751257372	Sub
TRD	Pbre1_11G070400	Pbre1_03G169800	Prupe.6G038100.1	0.643691	0.566496	1.1362675111563012	Subfunctionalization	4.564740695877272e-17	7.163792092273352e-17	1.690953213776406e-22	0.9999999999999998	6.957898353538553e-28	0.9999999999999998	Sub
TRD	Pbre1_14G437000	Pbre1_03G176400	Prupe.5G235400.1	1.39788	0.279917	4.993908908712225	Conservation	0.7459406825269647	0.0009897092881175	0.2198682109751433	0.0332003481293119	1.0490804626151737e-06	0.7459406825269647	Con
TRD	Pbre1_13G029600	Pbre1_03G186200	Prupe.1G335600.1	0.993824	0.282756	3.514775990606742	Subfunctionalization	0.0057879359220953	0.0017192401847515	1.1065813348050658e-05	0.9924788629824124	2.8950973927049308e-06	0.9924788629824124	Sub
TRD	Pbre1_02G087600	Pbre1_03G187200	Prupe.7G229200.1	0.274828	0.356403	0.7711158435815636	Specialization	0.4240657381011453	0.0012073274229635	0.0004807049231103	0.0007594725539608	0.5734867569988199	0.5734867569988199	Spe
TRD	Pbre1_13G032400	Pbre1_03G190600	Prupe.1G334200.1	0.157023	0.261351	0.6008127001618513	Conservation	0.8653144295833671	0.1238038783048137	3.9486242680006443e-07	0.0108812972492881	1.0387934109799825e-13	0.8653144295833671	Con
TRD	Pbre1_11G226400	Pbre1_03G192600	Prupe.6G115400.1	0.565976	1.32757	0.4263247889000204	Subfunctionalization	8.70872340309698e-05	4.615452943822291e-05	4.857522672245122e-05	0.9998172425541972	9.404556112905348e-07	0.9998172425541972	Sub
TRD	Pbre1_15G302000	Pbre1_03G197800	Prupe.7G247300.1	0.533178	0.217296	2.453694499668655	Subfunctionalization	4.541655605694371e-06	4.044913403340912e-09	4.9558642557713424e-08	0.9999949163277148	4.884131236467864e-07	0.9999949163277148	Sub
TRD	Pbre1_11G222000	Pbre1_03G201200	Prupe.6G113300.1	0.248967	0.923456	0.2696035328158569	Conservation	0.9786803546037204	0.0190686967645909	0.0019829795298323	9.839261327601292e-05	0.0001695764885802	0.9786803546037204	Con
TRD	Pbre1_04G355400	Pbre1_03G201600	Prupe.6G333700.1	0.658746	0.257513	2.5581077460167063	Conservation	0.907174984456891	0.0004777381255178	0.0015479257155737	0.088746606122431	0.0020527455795861	0.907174984456891	Con
TRD	Pbre1_02G255800	Pbre1_03G209200	Prupe.7G137400.1	0.40759	0.285467	1.4278007615591293	Specialization	0.1388501987066153	0.000161971401045	0.0057293351456484	7.565711412829097e-07	0.85525773817555	0.85525773817555	Spe
TRD	Pbre1_09G405800	Pbre1_03G209400	Prupe.3G121600.1	0.0649794	0.324411	0.2002996199265746	Specialization	0.0089816601279745	0.0001759866186708	0.0015479965518269	0.1496450491573411	0.8396493075441865	0.8396493075441865	Spe
TRD	Pbre1_01G027000	Pbre1_03G216600	Prupe.4G277800.1	0.672714	0.382964	1.7565985314546535	Subfunctionalization	0.1397397331149441	0.0037712692872447	0.0074402271988512	0.8367263828698625	0.0123223875290973	0.8367263828698625	Sub
TRD	Pbre1_11G250000	Pbre1_03G227600	Prupe.6G130400.1	0.152088	0.657064	0.2314660367939805	Subfunctionalization	8.177708946712196e-06	3.6555254458281576e-10	2.4362826935539693e-08	0.999991797515016	4.765800334002107e-11	0.999991797515016	Sub
TRD	Pbre1_15G014000	Pbre1_03G227800	Prupe.1G361400.1	2.45272	0.71158	3.4468647235728938	Conservation	0.7297273399019196	0.0001258699500676	0.2672934301813551	0.0027755306841119	7.782928254567263e-05	0.7297273399019196	Con
TRD	Pbre1_10G105200	Pbre1_03G229000	Prupe.8G087700.1	0.315558	0.438161	0.720187328402117	Subfunctionalization	0.0081118453613542	0.0008508038348119	0.0017199209213464	0.9886091514234568	0.0007082784590305	0.9886091514234568	Sub
TRD	Pbre1_05G106200	Pbre1_03G229200	Prupe.8G091100.1	1.39049	0.351276	3.958397385531605	Conservation	0.8375427414501159	0.005896389363529	0.0077051853588644	1.9565790691269726e-06	0.1488537272484215	0.8375427414501159	Con
TRD	Pbre1_05G573000	Pbre1_03G234600	Prupe.4G019600.1	3.26801	0.873642	3.74067409762809	Conservation	0.8971561913551909	0.0037696741760877	0.0949451602728152	0.0031010154367424	0.0010279587591636	0.8971561913551909	Con
TRD	Pbre1_02G044800	Pbre1_03G239000	Prupe.7G250100.1	0.121187	0.382308	0.3169878736516107	Neofunctionalization(Child)	2.7149486267341343e-15	3.272300320594501e-21	0.9999974099452726	1.9583881420954603e-12	2.590052766194584e-06	0.9999974099452726	Neo(C)
TRD	Pbre1_10G572400	Pbre1_03G240600	Prupe.4G012000.1	0.2054	0.326547	0.6290059317647996	Conservation	0.9999944924204204	3.462118338309171e-06	2.051455204657063e-07	1.8402913194603757e-06	2.4401498805268065e-11	0.9999944924204204	Con
TRD	Pbre1_11G264600	Pbre1_03G244000	Prupe.6G143700.1	0.230965	0.521298	0.4430575218013496	Subfunctionalization	1.3013935920456225e-05	0.092397371425788	2.959872860333979e-08	0.9075895850395628	2.6537771859631984e-18	0.9075895850395628	Sub
TRD	Pbre1_10G514400	Pbre1_03G246600	Prupe.4G043800.1	0.370381	0.364369	1.016499757114354	Subfunctionalization	0.0275803221341085	0.4319932502987625	0.0075847007360495	0.5328417250452643	1.7858151084879174e-09	0.5328417250452643	Sub
TRD	Pbre1_07G250400	Pbre1_03G251800	Prupe.2G185400.1	0.564782	0.360604	1.566211134651862	Subfunctionalization	8.754825984684041e-27	6.712040835968977e-23	3.9274624279161675e-35	1.0	3.1931916002040178e-40	1.0	Sub
TRD	Pbre1_11G275400	Pbre1_03G252400	Prupe.6G151400.1	0.174737	0.287205	0.6084051461499627	Subfunctionalization	1.7175039629796685e-13	3.037697508115366e-11	1.3235843591630505e-18	0.9999999999694512	7.8144485624905505e-19	0.9999999999694512	Sub
TRD	Pbre1_07G151000	Pbre1_03G253200	Prupe.2G121700.1	0.48813	0.313249	1.558281111831163	Subfunctionalization	0.0002235930053556	6.566666070359751e-06	1.9068533121429304e-11	0.99976984026357	4.593549910026895e-11	0.99976984026357	Sub
TRD	Pbre1_03G215400	Pbre1_03G264400	Prupe.6G122400.1	0.0879684	0.259557	0.3389174632161722	Subfunctionalization	0.0739406807039699	0.0044830209351048	4.232831498439216e-06	0.92157101985838	1.0456710469050263e-06	0.92157101985838	Sub
TRD	Pbre1_16G429000	Pbre1_03G277800	Prupe.1G082400.1	0.194896	0.410306	0.4750015841835118	Subfunctionalization	0.0006586635783698	0.0001530677256731	2.595790275660952e-13	0.9991882686956974	1.8289076432657464e-31	0.9991882686956974	Sub
TRD	Pbre1_01G152400	Pbre1_03G279000	Prupe.2G174400.1	0.0717863	0.407834	0.1760184290667281	Subfunctionalization	0.0042607925159839	8.522162224367316e-05	1.1868040566957137e-07	0.9956538671813642	2.3428378997301125e-15	0.9956538671813642	Sub
TRD	Pbre1_11G314200	Pbre1_03G291000	Prupe.4G245700.1	0.164596	0.314369	0.5235757978681104	Conservation	0.9999972849871668	8.337651859361067e-08	6.308248174114694e-07	2.9595802500925427e-08	1.971215694626052e-06	0.9999972849871668	Con
TRD	Pbre1_17G390800	Pbre1_03G291600	Prupe.3G093900.1	0.151415	0.370228	0.4089777110321207	Subfunctionalization	0.0182306808173594	0.0072931159344671	0.0009889600486062	0.9730316560372448	0.0004555871623223	0.9730316560372448	Sub
TRD	Pbre1_12G007200	Pbre1_03G295000	Prupe.7G004100.1	0.0876502	0.407984	0.2148373465626102	Subfunctionalization	0.028856575950021	0.0004728023095249	0.0007696802529507	0.9696772454654288	0.0002236960220745	0.9696772454654288	Sub
TRD	Pbre1_11G317400	Pbre1_03G296200	Prupe.4G243300.1	2.0102	0.29407	6.835787397558406	Specialization	0.006353083710647	0.0001789011553215	0.0002143228296007	0.0091088264509801	0.9841448658534504	0.9841448658534504	Spe
TRD	Pbre1_08G398800	Pbre1_03G296400	Prupe.1G577500.1	0.367584	0.372765	0.9861011629310692	Subfunctionalization	1.3826600018781922e-12	3.650997730879661e-15	7.303295095926976e-13	0.999999728793302	2.71204581401965e-07	0.999999728793302	Sub
TRD	Pbre1_06G287000	Pbre1_03G298200	Prupe.5G170200.1	1.95916	0.425812	4.600997623364301	Specialization	6.376816290146773e-06	1.2646452602666686e-07	1.5835688483475457e-07	4.940741330872415e-06	0.999988397620968	0.999988397620968	Spe
TRD	Pbre1_06G386200	Pbre1_03G302200	Prupe.5G226800.1	0.681131	0.286315	2.378956743446903	Subfunctionalization	0.1361583536479032	0.0012266437483919	0.1098320646761592	0.7523315976263435	0.0004513403012019	0.7523315976263435	Sub
TRD	Pbre1_10G514200	Pbre1_03G302400	Prupe.4G043900.1	0.320664	0.300614	1.0666968271604118	Specialization	0.0114307195138276	0.0149942126899712	0.0121074909807705	7.520271184126258e-07	0.961466824788312	0.961466824788312	Spe
TRD	Pbre1_08G245600	Pbre1_03G304000	Prupe.1G479300.1	2.15934	1.65365	1.3058023160886525	Subfunctionalization	0.1451406099582252	0.0007399827813334	0.0019982196252685	0.8514815786752529	0.0006396089599198	0.8514815786752529	Sub
TRD	Pbre1_11G433800	Pbre1_03G306400	Prupe.4G164300.1	0.533138	0.825247	0.6460344599859194	Conservation	0.81467241870535	0.0017128436411506	0.0031956559304102	0.0037546389563093	0.17666444276678	0.81467241870535	Con
TRD	Pbre1_03G405600	Pbre1_03G307200	Prupe.4G162000.1	0.0139043	0.407769	0.0340984724194335	Conservation	0.9739667281175074	0.0086250281028356	0.0104295464274642	0.0062537446794311	0.0007249526727614	0.9739667281175074	Con
TRD	Pbre1_02G014400	Pbre1_03G310200	Prupe.7G265400.1	0.72416	0.446555	1.6216591461298162	Neofunctionalization(Child)	0.1263572001520638	9.229548153542336e-05	0.8735314266874196	1.907608687857372e-05	1.5921026787814028e-09	0.8735314266874196	Neo(C)
TRD	Pbre1_01G092400	Pbre1_03G319800	Prupe.6G192700.1	1.29376	0.218886	5.910656688870006	Neofunctionalization(Child)	1.1406005253292972e-12	8.425648293585591e-21	0.999999994782006	1.826716795911784e-12	5.2150266386977806e-09	0.999999994782006	Neo(C)
TRD	Pbre1_12G045800	Pbre1_03G320400	Prupe.7G109900.1	0.0324041	0.297806	0.1088094262707937	Conservation	0.9997978772540292	4.0032759409832826e-08	2.433701087013617e-06	0.0001996486609867	3.5113752906497835e-10	0.9997978772540292	Con
TRD	Pbre1_11G344600	Pbre1_03G322200	Prupe.4G220400.1	0.165234	0.296951	0.556435236789908	Conservation	0.9991641546699648	0.0008357664696778	5.430290801940472e-17	7.885672273764252e-08	3.634560809334144e-12	0.9991641546699648	Con
TRD	Pbre1_08G297200	Pbre1_03G331000	Prupe.1G511000.1	0.57992	0.535234	1.0834887170844902	Specialization	6.664045636303198e-16	5.438436153169892e-29	1.347945303401461e-07	5.497557994983252e-06	0.999994367647474	0.999994367647474	Spe
TRD	Pbre1_03G318600	Pbre1_03G334600	Prupe.4G222700.1	0.139831	0.354816	0.3940944038600288	Specialization	1.5332347110508136e-07	7.014141294399365e-10	0.3067390544847807	0.0116966824657667	0.6815641090245673	0.6815641090245673	Spe
TRD	Pbre1_11G361400	Pbre1_03G335400	Prupe.4G211300.1	0.243549	0.376345	0.6471429140814944	Subfunctionalization	4.2684052373390034e-08	1.4390014302081113e-14	0.0576905456767801	0.9423094116368348	2.318387409484889e-12	0.9423094116368348	Sub
TRD	Pbre1_11G361400	Pbre1_03G335600	Prupe.4G211300.1	0.21865	0.376345	0.5809828747558756	Subfunctionalization	0.0001412417982206	0.0222473080453358	1.052857311112492e-09	0.9776114491033964	1.8997241694212592e-13	0.9776114491033964	Sub
TRD	Pbre1_11G362200	Pbre1_03G336800	Prupe.4G210400.1	0.148171	0.62962	0.2353340109907563	Conservation	0.9999999999705448	1.8741983460813617e-11	2.2051451765155327e-31	1.0713226827804616e-11	3.9755723495138207e-19	0.9999999999705448	Con
TRD	Pbre1_10G259200	Pbre1_03G339400	Prupe.8G185500.1	2.00065	0.347152	5.763037516707378	Conservation	0.99999999999954	1.0562889997727506e-19	1.9978021587369998e-23	4.5658970624213e-13	3.2217590159858413e-15	0.99999999999954	Con
TRD	Pbre1_11G368000	Pbre1_03G341800	Prupe.4G205900.1	0.527977	0.459715	1.148487649957039	Neofunctionalization(Parent)	0.0011708744448662	0.9987854275949756	4.20512286006757e-05	9.922568040035484e-10	1.6457393005853032e-06	0.9987854275949756	Neo(P)
TRD	Pbre1_14G354600	Pbre1_03G344600	Prupe.5G185400.1	0.553215	0.612139	0.9037408170366534	Neofunctionalization(Child)	0.0257838860257699	0.0218619480359222	0.949517439646528	0.0025267226903533	0.0003100036014262	0.949517439646528	Neo(C)
TRD	Pbre1_10G225400	Pbre1_03G350600	Prupe.8G168500.1	4.36111	0.220926	19.74013923214108	Subfunctionalization	0.0939837811892179	0.1532725949119105	2.7827461459888188e-05	0.7405636997809699	0.0121520966564418	0.7405636997809699	Sub
TRD	Pbre1_10G225400	Pbre1_03G352600	Prupe.8G168500.1	4.37249	0.220926	19.79164969265727	Subfunctionalization	0.0400907363940783	0.0011208622060656	0.3786234392080037	0.4407459266095055	0.1394190355823469	0.4407459266095055	Sub
TRD	Pbre1_02G023800	Pbre1_03G362800	Prupe.7G260100.1	0.0646868	0.225557	0.2867869319063474	Specialization	1.4154591901302768e-10	0.4782211207065909	2.418554585126959e-06	0.0086277627349966	0.5131486978622813	0.5131486978622813	Spe
TRD	Pbre1_17G107800	Pbre1_03G366800	Prupe.3G257100.1	0.312852	0.56089	0.5577778173973507	Subfunctionalization	1.288719282577044e-11	2.0805680700929866e-07	0.0117348986532522	0.6368279836721031	0.3514369096049504	0.6368279836721031	Sub
TRD	Pbre1_03G405600	Pbre1_03G376000	Prupe.4G162000.1	0.197993	0.407769	0.4855518688276941	Neofunctionalization(Parent)	0.2044159444419918	0.5613625023882286	3.6865315905161575e-06	0.1190123493738627	0.1152055172643263	0.5613625023882286	Neo(P)
TRD	Pbre1_14G064000	Pbre1_03G384200	Prupe.7G097600.1	0.126197	0.858653	0.1469708951112964	Specialization	0.0287628986812991	0.0386699431033851	0.0888095103746199	0.0075583902556033	0.8361992575850925	0.8361992575850925	Spe
TRD	Pbre1_03G223400	Pbre1_03G386600	Prupe.6G127600.1	0.898421	0.996281	0.901774700109708	Neofunctionalization(Parent)	0.0001179743545267	0.9437382990712568	7.169104321638784e-09	0.0561432974228558	4.219822562318416e-07	0.9437382990712568	Neo(P)
TRD	Pbre1_11G418200	Pbre1_03G392200	Prupe.4G174300.1	0.392372	0.305419	1.2847006898719464	Neofunctionalization(Child)	0.0021268890769591	6.533753795466807e-06	0.5077608610258619	0.4887374560792222	0.0013682600641612	0.5077608610258619	Neo(C)
TRD	Pbre1_12G092200	Pbre1_03G397400	Prupe.7G082200.1	1.22792	0.994011	1.2353183214270265	Neofunctionalization(Child)	2.0079486650227256e-09	6.5762308219997174e-18	0.9895134555203204	0.0076845039058747	0.0028020385658561	0.9895134555203204	Neo(C)
TRD	Pbre1_11G425000	Pbre1_03G398000	Prupe.4G171000.1	0.357238	0.277123	1.2890954558084315	Subfunctionalization	0.0016349531507074	3.4164658932715406e-06	0.0026895248718815	0.9662467885616276	0.02942531694989	0.9662467885616276	Sub
TRD	Pbre1_15G397200	Pbre1_03G406200	Prupe.7G194500.1	3.72668	1.58951	2.344546432548396	Conservation	0.9739012975716852	0.0011923780737302	0.0241231463542286	0.0007820981467916	1.0798535641893565e-06	0.9739012975716852	Con
TRD	Pbre1_15G397200	Pbre1_03G406400	Prupe.7G194500.1	3.99192	1.58951	2.511415467659845	Conservation	0.7210288272589653	0.0018170899448979	0.2751215707190883	0.0020232515705917	9.26050645666267e-06	0.7210288272589653	Con
TRD	Pbre1_11G438000	Pbre1_03G409000	Prupe.4G159600.1	0.0793448	1.72391	0.046026068646275	Neofunctionalization(Child)	0.1530834062378402	0.0673057057039395	0.4454662149196374	0.2832726966227956	0.0508719765157872	0.4454662149196374	Neo(C)
TRD	Pbre1_11G226400	Pbre1_03G419400	Prupe.6G115400.1	0.357398	1.32757	0.2692121696031094	Neofunctionalization(Child)	1.589653539032821e-05	3.227038268204824e-09	0.9982327508829664	0.0013602649855861	0.0003910843690186	0.9982327508829664	Neo(C)
TRD	Pbre1_11G458000	Pbre1_03G423400	Prupe.8G233700.1	0.659614	0.708108	0.9315160964146711	Neofunctionalization(Parent)	9.908663279527313e-09	0.999767814814101	1.819049467905778e-16	0.0002310566250559	1.1186521796337488e-06	0.999767814814101	Neo(P)
TRD	Pbre1_11G458000	Pbre1_03G423600	Prupe.8G233700.1	0.738492	0.708108	1.0429087088410245	Subfunctionalization	0.001354173861296	0.0053013189139138	5.4191353799043265e-08	0.9173114879182336	0.0760329651152027	0.9173114879182336	Sub
TRD	Pbre1_11G458200	Pbre1_03G424000	Prupe.8G233800.1	0.150284	0.422315	0.3558575944496406	Conservation	0.9458938474104698	0.0061845673050384	0.046509249463549	0.0013614641646512	5.0871656291355e-05	0.9458938474104698	Con
TRD	Pbre1_17G203600	Pbre1_03G438000	Prupe.3G198800.1	1.2627	0.395824	3.190054165487691	Neofunctionalization(Child)	2.3972117577299084e-07	7.193860338491019e-15	0.9999899103677364	6.833946059027961e-06	3.015965021538184e-06	0.9999899103677364	Neo(C)
TRD	Pbre1_10G472600	Pbre1_03G438200	Prupe.4G066000.1	0.296585	0.45636	0.6498926286265229	Subfunctionalization	3.0285101935985107e-05	0.0011287973893474	5.665068839500143e-05	0.731632665753648	0.2671516010666735	0.731632665753648	Sub
TRD	Pbre1_08G256800	Pbre1_03G440200	Prupe.1G485100.1	0.292729	1.02004	0.2869779616485628	Neofunctionalization(Parent)	0.0963514460160978	0.8922272897167814	5.542047883625735e-09	0.0114161092325502	5.149492522766459e-06	0.8922272897167814	Neo(P)
TRD	Pbre1_11G482000	Pbre1_03G443600	Prupe.8G243800.1	0.266404	0.664789	0.4007346691957899	Neofunctionalization(Parent)	0.0021170842078672	0.950123544261513	8.757722101135992e-06	0.0210234365247353	0.026727177283783	0.950123544261513	Neo(P)
TRD	Pbre1_01G371200	Pbre1_03G450200	Prupe.2G297300.1	0.261829	0.366747	0.7139226769407793	Neofunctionalization(Parent)	0.0018466645405907	0.9807345525585835	2.8262877131957443e-08	0.0172201788204791	0.0001985758174693	0.9807345525585835	Neo(P)
TRD	Pbre1_16G372600	Pbre1_03G450600	Prupe.1G045300.1	0.043901	0.400731	0.1095522931842058	Neofunctionalization(Parent)	7.156536678227617e-05	0.9999253701060214	3.089257775244127e-17	3.061942873938536e-06	2.584322144275598e-09	0.9999253701060214	Neo(P)
TRD	Pbre1_11G498600	Pbre1_03G457200	Prupe.8G253400.1	0.220801	0.329029	0.6710685076391443	Neofunctionalization(Parent)	4.279593982888134e-10	0.999999771534364	2.5980772168465044e-22	2.280287889881821e-07	8.887487329089947e-12	0.999999771534364	Neo(P)
