pair	method	Ka	Ks	Ka_Ks	source_file	trajectory	duplication_type
Pbre1_11G136000-Pbre1_15G330000	GMYN	0.100643	0.190543	0.528189	Pbre1_11G136000-Pbre1_15G330000.cds_aln.axt.kaks	Conservation	TRD
Pbre1_04G247600-Pbre1_05G105400	GMYN	0.0137398	0.27471	0.0500157	Pbre1_04G247600-Pbre1_05G105400.cds_aln.axt.kaks	Conservation	TRD
Pbre1_14G136000-Pbre1_14G136200	GMYN	0.075827	0.227775	0.332902	Pbre1_14G136000-Pbre1_14G136200.cds_aln.axt.kaks	Neofunctionalization(Child)	TD
Pbre1_03G068400-Pbre1_15G110600	GMYN	0.173949	0.334152	0.520569	Pbre1_03G068400-Pbre1_15G110600.cds_aln.axt.kaks	Neofunctionalization(Child)	TRD
Pbre1_08G320000-Pbre1_08G320200	GMYN	0.0738425	0.0534218	1.38226	Pbre1_08G320000-Pbre1_08G320200.cds_aln.axt.kaks	Specialization	TD
Pbre1_11G490800-Pbre1_11G492000	GMYN	0.10507	0.349483	0.300643	Pbre1_11G490800-Pbre1_11G492000.cds_aln.axt.kaks	Conservation	PD
Pbre1_13G226200-Pbre1_16G335000	GMYN	0.287587	0.905908	0.317457	Pbre1_13G226200-Pbre1_16G335000.cds_aln.axt.kaks	Neofunctionalization(Child)	TRD
Pbre1_14G190200-Pbre1_06G148200	GMYN	0.13116	0.215314	0.609154	Pbre1_14G190200-Pbre1_06G148200.cds_aln.axt.kaks	Specialization	TRD
Pbre1_10G282000-Pbre1_05G287400	GMYN	0.0785466	0.160179	0.490369	Pbre1_10G282000-Pbre1_05G287400.cds_aln.axt.kaks	Neofunctionalization(Parent)	TRD
Pbre1_09G364000-Pbre1_15G219000	GMYN	0.21201	0.528087	0.401467	Pbre1_09G364000-Pbre1_15G219000.cds_aln.axt.kaks	Neofunctionalization(Child)	TRD
Pbre1_08G294000-Pbre1_07G370800	GMYN	0.210901	0.528089	0.399366	Pbre1_08G294000-Pbre1_07G370800.cds_aln.axt.kaks	Neofunctionalization(Child)	TRD
Pbre1_15G610400-Pbre1_11G178200	GMYN	0.663045	4.35817	0.152138	Pbre1_15G610400-Pbre1_11G178200.cds_aln.axt.kaks	Conservation	TRD
Pbre1_16G476400-Pbre1_13G486800	GMYN	0.154341	4.20212	0.0367293	Pbre1_16G476400-Pbre1_13G486800.cds_aln.axt.kaks	Neofunctionalization(Child)	TRD
Pbre1_01G171200-Pbre1_04G270600	GMYN	0.0842209	0.477463	0.176393	Pbre1_01G171200-Pbre1_04G270600.cds_aln.axt.kaks	Conservation	TRD
Pbre1_17G445800-Pbre1_17G446000	GMYN	0.108585	0.0970013	1.11942	Pbre1_17G445800-Pbre1_17G446000.cds_aln.axt.kaks	Specialization	TD
Pbre1_14G080600-Pbre1_14G080800	GMYN	0.357176	1.10269	0.323913	Pbre1_14G080600-Pbre1_14G080800.cds_aln.axt.kaks	Neofunctionalization(Child)	TD
Pbre1_14G240000-Pbre1_14G240200	GMYN	0.289004	0.401741	0.71938	Pbre1_14G240000-Pbre1_14G240200.cds_aln.axt.kaks	Neofunctionalization(Parent)	TD
Pbre1_15G106000-Pbre1_15G106800	GMYN	0.0348475	0.184808	0.18856	Pbre1_15G106000-Pbre1_15G106800.cds_aln.axt.kaks	Conservation	PD
Pbre1_07G338000-Pbre1_01G266600	GMYN	0.427712	0.732679	0.583765	Pbre1_07G338000-Pbre1_01G266600.cds_aln.axt.kaks	Neofunctionalization(Child)	TRD
Pbre1_11G027400-Pbre1_11G027600	GMYN	0.022952	0.0427633	0.536721	Pbre1_11G027400-Pbre1_11G027600.cds_aln.axt.kaks	Specialization	TD
Pbre1_11G101000-Pbre1_04G311800	GMYN	0.247724	1.2302	0.201368	Pbre1_11G101000-Pbre1_04G311800.cds_aln.axt.kaks	Specialization	TRD
Pbre1_07G442600-Pbre1_07G498800	GMYN	0.29412	0.562512	0.522868	Pbre1_07G442600-Pbre1_07G498800.cds_aln.axt.kaks	Neofunctionalization(Child)	TRD
Pbre1_03G291600-Pbre1_17G390800	GMYN	0.0024103	0.151415	0.0159184	Pbre1_03G291600-Pbre1_17G390800.cds_aln.axt.kaks	Conservation	TRD
Pbre1_16G436000-Pbre1_16G481000	GMYN	0.0148482	0.0640841	0.231699	Pbre1_16G436000-Pbre1_16G481000.cds_aln.axt.kaks	Neofunctionalization(Child)	TRD
Pbre1_05G371000-Pbre1_05G371200	GMYN	0.0361753	0.0702637	0.51485	Pbre1_05G371000-Pbre1_05G371200.cds_aln.axt.kaks	Specialization	TD
Pbre1_11G097400-Pbre1_09G008000	GMYN	0.310355	0.514601	0.603098	Pbre1_11G097400-Pbre1_09G008000.cds_aln.axt.kaks	Conservation	TRD
Pbre1_01G293400-Pbre1_01G293600	GMYN	0.307617	1.04528	0.29429	Pbre1_01G293400-Pbre1_01G293600.cds_aln.axt.kaks	Neofunctionalization(Parent)	TD
Pbre1_05G049200-Pbre1_05G049800	GMYN	0.160856	0.36199	0.444367	Pbre1_05G049200-Pbre1_05G049800.cds_aln.axt.kaks	Neofunctionalization(Parent)	PD
Pbre1_05G248200-Pbre1_05G248400	GMYN	0.193431	0.391158	0.49451	Pbre1_05G248200-Pbre1_05G248400.cds_aln.axt.kaks	Conservation	TD
Pbre1_13G279200-Pbre1_16G282400	GMYN	0.17702	0.285648	0.619712	Pbre1_13G279200-Pbre1_16G282400.cds_aln.axt.kaks	Neofunctionalization(Child)	TRD
Pbre1_17G049200-Pbre1_01G393800	GMYN	0.334601	1.81245	0.184613	Pbre1_17G049200-Pbre1_01G393800.cds_aln.axt.kaks	Specialization	TRD
Pbre1_05G165800-Pbre1_10G169400	GMYN	0.041767	0.255159	0.16369	Pbre1_05G165800-Pbre1_10G169400.cds_aln.axt.kaks	Neofunctionalization(Child)	TRD
Pbre1_11G460800-Pbre1_03G390000	GMYN	0.389921	0.583487	0.668259	Pbre1_11G460800-Pbre1_03G390000.cds_aln.axt.kaks	Neofunctionalization(Child)	TRD
Pbre1_01G347000-Pbre1_06G311000	GMYN	0.66403	2.10786	0.315025	Pbre1_01G347000-Pbre1_06G311000.cds_aln.axt.kaks	Neofunctionalization(Child)	TRD
Pbre1_09G215200-Pbre1_17G379000	GMYN	0.382644	1.73943	0.219983	Pbre1_09G215200-Pbre1_17G379000.cds_aln.axt.kaks	Neofunctionalization(Child)	TRD
Pbre1_14G133800-Pbre1_14G134000	GMYN	0.032108	0.143822	0.223249	Pbre1_14G133800-Pbre1_14G134000.cds_aln.axt.kaks	Neofunctionalization(Child)	TD
Pbre1_13G179800-Pbre1_13G180000	GMYN	0.136062	0.317107	0.429074	Pbre1_13G179800-Pbre1_13G180000.cds_aln.axt.kaks	Neofunctionalization(Child)	TD
Pbre1_17G333000-Pbre1_08G224000	GMYN	0.363586	1.84945	0.196591	Pbre1_17G333000-Pbre1_08G224000.cds_aln.axt.kaks	Neofunctionalization(Child)	TRD
Pbre1_15G260600-Pbre1_15G260800	GMYN	0.00852823	0.0295909	0.288204	Pbre1_15G260600-Pbre1_15G260800.cds_aln.axt.kaks	Specialization	TD
Pbre1_07G471200-Pbre1_13G324000	GMYN	0.251577	1.02886	0.244519	Pbre1_07G471200-Pbre1_13G324000.cds_aln.axt.kaks	Neofunctionalization(Child)	TRD
Pbre1_02G422000-Pbre1_02G422800	GMYN	0.00204648	0.00617184	0.331583	Pbre1_02G422000-Pbre1_02G422800.cds_aln.axt.kaks	Specialization	PD
Pbre1_03G012400-Pbre1_03G012600	GMYN	0.15968	0.415304	0.38449	Pbre1_03G012400-Pbre1_03G012600.cds_aln.axt.kaks	Neofunctionalization(Parent)	TD
Pbre1_01G386800-Pbre1_01G387600	GMYN	0.0917945	0.202002	0.454424	Pbre1_01G386800-Pbre1_01G387600.cds_aln.axt.kaks	Specialization	PD
Pbre1_11G162400-Pbre1_11G163800	GMYN		1.70969	3.73388e-13	Pbre1_11G162400-Pbre1_11G163800.cds_aln.axt.kaks	Conservation	PD
Pbre1_11G284200-Pbre1_11G285000	GMYN		0.0281391	-3.94549e-14	Pbre1_11G284200-Pbre1_11G285000.cds_aln.axt.kaks	Conservation	PD
Pbre1_12G116000-Pbre1_02G140400	GMYN	0.107064	0.523305	0.204591	Pbre1_12G116000-Pbre1_02G140400.cds_aln.axt.kaks	Neofunctionalization(Child)	TRD
Pbre1_11G478400-Pbre1_11G478800	GMYN	0.0375923	0.17646	0.213036	Pbre1_11G478400-Pbre1_11G478800.cds_aln.axt.kaks	Conservation	PD
Pbre1_08G386000-Pbre1_09G101200	GMYN	0.487947	0.838292	0.582072	Pbre1_08G386000-Pbre1_09G101200.cds_aln.axt.kaks	Conservation	TRD
Pbre1_03G187200-Pbre1_02G087600	GMYN	0.142672	0.274828	0.519132	Pbre1_03G187200-Pbre1_02G087600.cds_aln.axt.kaks	Neofunctionalization(Child)	TRD
Pbre1_14G141000-Pbre1_12G137400	GMYN	0.0250036	0.193602	0.129149	Pbre1_14G141000-Pbre1_12G137400.cds_aln.axt.kaks	Conservation	TRD
Pbre1_16G298600-Pbre1_07G359600	GMYN	0.114421	0.128945	0.887366	Pbre1_16G298600-Pbre1_07G359600.cds_aln.axt.kaks	Neofunctionalization(Child)	TRD
Pbre1_01G406200-Pbre1_07G502800	GMYN	0.138079	0.321709	0.429205	Pbre1_01G406200-Pbre1_07G502800.cds_aln.axt.kaks	Neofunctionalization(Child)	TRD
Pbre1_17G014800-Pbre1_14G007600	GMYN	0.717287	2.00233	0.358226	Pbre1_17G014800-Pbre1_14G007600.cds_aln.axt.kaks	Conservation	TRD
Pbre1_12G420400-Pbre1_12G420600	GMYN	0.326251	0.55197	0.591067	Pbre1_12G420400-Pbre1_12G420600.cds_aln.axt.kaks	Specialization	TD
Pbre1_05G519600-Pbre1_08G131600	GMYN	0.130779	0.338026	0.386891	Pbre1_05G519600-Pbre1_08G131600.cds_aln.axt.kaks	Neofunctionalization(Child)	TRD
Pbre1_11G020600-Pbre1_05G531200	GMYN	0.0179719	0.0967435	0.185768	Pbre1_11G020600-Pbre1_05G531200.cds_aln.axt.kaks	Specialization	TRD
Pbre1_04G023400-Pbre1_04G023600	GMYN	0.0681644	0.092214	0.739197	Pbre1_04G023400-Pbre1_04G023600.cds_aln.axt.kaks	Conservation	TD
Pbre1_09G149000-Pbre1_17G146600	GMYN	0.0605503	0.161108	0.375837	Pbre1_09G149000-Pbre1_17G146600.cds_aln.axt.kaks	Neofunctionalization(Child)	TRD
Pbre1_10G031200-Pbre1_10G031400	GMYN	0.155599	0.38976	0.399218	Pbre1_10G031200-Pbre1_10G031400.cds_aln.axt.kaks	Neofunctionalization(Child)	TD
Pbre1_06G416200-Pbre1_11G352800	GMYN	0.0399249	0.190698	0.209362	Pbre1_06G416200-Pbre1_11G352800.cds_aln.axt.kaks	Conservation	TRD
Pbre1_11G315800-Pbre1_03G294800	GMYN	0.0305475	0.153048	0.199594	Pbre1_11G315800-Pbre1_03G294800.cds_aln.axt.kaks	Conservation	TRD
Pbre1_17G283600-Pbre1_01G312800	GMYN	0.604836	1.69829	0.356144	Pbre1_17G283600-Pbre1_01G312800.cds_aln.axt.kaks	Conservation	TRD
Pbre1_08G073200-Pbre1_08G073600	GMYN	0.0200625	0.0660076	0.303943	Pbre1_08G073200-Pbre1_08G073600.cds_aln.axt.kaks	Conservation	PD
Pbre1_16G194400-Pbre1_11G072200	GMYN	0.463786	0.768063	0.603839	Pbre1_16G194400-Pbre1_11G072200.cds_aln.axt.kaks	Neofunctionalization(Child)	TRD
Pbre1_15G059800-Pbre1_16G051800	GMYN	0.208272	0.473219	0.440118	Pbre1_15G059800-Pbre1_16G051800.cds_aln.axt.kaks	Conservation	TRD
Pbre1_07G126600-Pbre1_02G370800	GMYN	0.0454058	0.184787	0.245719	Pbre1_07G126600-Pbre1_02G370800.cds_aln.axt.kaks	Specialization	TRD
Pbre1_05G502600-Pbre1_10G353400	GMYN	0.245261	0.642378	0.381801	Pbre1_05G502600-Pbre1_10G353400.cds_aln.axt.kaks	Neofunctionalization(Child)	TRD
Pbre1_08G274400-Pbre1_15G626800	GMYN	0.13563	0.19186	0.706923	Pbre1_08G274400-Pbre1_15G626800.cds_aln.axt.kaks	Neofunctionalization(Child)	TRD
Pbre1_08G321200-Pbre1_04G254600	GMYN	0.266409	1.3383	0.199065	Pbre1_08G321200-Pbre1_04G254600.cds_aln.axt.kaks	Neofunctionalization(Child)	TRD
Pbre1_16G037400-Pbre1_16G037600	GMYN	0.328909	0.746373	0.440677	Pbre1_16G037400-Pbre1_16G037600.cds_aln.axt.kaks	Specialization	TD
Pbre1_05G088200-Pbre1_05G089000	GMYN	0.277365	1.47726	0.187756	Pbre1_05G088200-Pbre1_05G089000.cds_aln.axt.kaks	Specialization	PD
Pbre1_03G176400-Pbre1_14G437000	GMYN	0.370353	1.39788	0.264939	Pbre1_03G176400-Pbre1_14G437000.cds_aln.axt.kaks	Neofunctionalization(Child)	TRD
Pbre1_12G015600-Pbre1_16G059800	GMYN	0.206574	0.901331	0.229188	Pbre1_12G015600-Pbre1_16G059800.cds_aln.axt.kaks	Neofunctionalization(Child)	TRD
Pbre1_11G337800-Pbre1_11G472000	GMYN	0.208974	0.798684	0.261649	Pbre1_11G337800-Pbre1_11G472000.cds_aln.axt.kaks	Neofunctionalization(Child)	TRD
Pbre1_04G118000-Pbre1_04G124600	GMYN	0.225717	0.549322	0.410902	Pbre1_04G118000-Pbre1_04G124600.cds_aln.axt.kaks	Neofunctionalization(Child)	TRD
Pbre1_02G321600-Pbre1_02G321800	GMYN	0.249306	0.548981	0.454126	Pbre1_02G321600-Pbre1_02G321800.cds_aln.axt.kaks	Conservation	TD
Pbre1_16G347400-Pbre1_16G347600	GMYN	0.00537647	0.0208728	0.257582	Pbre1_16G347400-Pbre1_16G347600.cds_aln.axt.kaks	Conservation	TD
Pbre1_05G515000-Pbre1_05G515200	GMYN	0.0523625	0.0651083	0.804237	Pbre1_05G515000-Pbre1_05G515200.cds_aln.axt.kaks	Specialization	TD
Pbre1_10G078200-Pbre1_03G376200	GMYN	0.238173	0.503304	0.473219	Pbre1_10G078200-Pbre1_03G376200.cds_aln.axt.kaks	Neofunctionalization(Child)	TRD
Pbre1_10G159400-Pbre1_05G149600	GMYN	0.0355214	0.24227	0.146619	Pbre1_10G159400-Pbre1_05G149600.cds_aln.axt.kaks	Conservation	TRD
Pbre1_03G113600-Pbre1_03G114400	GMYN	0.0111241	0.0458547	0.242594	Pbre1_03G113600-Pbre1_03G114400.cds_aln.axt.kaks	Conservation	PD
Pbre1_03G319800-Pbre1_15G671600	GMYN	0.0296432	0.446958	0.066322	Pbre1_03G319800-Pbre1_15G671600.cds_aln.axt.kaks	Neofunctionalization(Child)	TRD
Pbre1_03G229200-Pbre1_05G106200	GMYN	0.34466	1.39049	0.24787	Pbre1_03G229200-Pbre1_05G106200.cds_aln.axt.kaks	Conservation	TRD
Pbre1_11G355000-Pbre1_11G355600	GMYN	0.0607356	0.11544	0.526122	Pbre1_11G355000-Pbre1_11G355600.cds_aln.axt.kaks	Conservation	PD
Pbre1_07G116800-Pbre1_07G117000	GMYN	0.0719265	0.461096	0.15599	Pbre1_07G116800-Pbre1_07G117000.cds_aln.axt.kaks	Specialization	TD
Pbre1_07G267600-Pbre1_07G267800	GMYN	0.00437843	0.0323009	0.135551	Pbre1_07G267600-Pbre1_07G267800.cds_aln.axt.kaks	Conservation	TD
Pbre1_09G177400-Pbre1_09G177600	GMYN	0.0395371	0.101292	0.390328	Pbre1_09G177400-Pbre1_09G177600.cds_aln.axt.kaks	Specialization	TD
Pbre1_09G256600-Pbre1_09G256800	GMYN	0.0873543	0.234173	0.373033	Pbre1_09G256600-Pbre1_09G256800.cds_aln.axt.kaks	Specialization	TD
Pbre1_06G116800-Pbre1_04G130400	GMYN	0.137501	0.274868	0.500244	Pbre1_06G116800-Pbre1_04G130400.cds_aln.axt.kaks	Conservation	TRD
Pbre1_03G050000-Pbre1_14G011600	GMYN	0.344575	1.42813	0.241278	Pbre1_03G050000-Pbre1_14G011600.cds_aln.axt.kaks	Neofunctionalization(Child)	TRD
Pbre1_08G186200-Pbre1_14G006800	GMYN	0.340801	0.812952	0.419214	Pbre1_08G186200-Pbre1_14G006800.cds_aln.axt.kaks	Conservation	TRD
Pbre1_13G409200-Pbre1_13G409400	GMYN	0.0267363	0.0274284	0.97477	Pbre1_13G409200-Pbre1_13G409400.cds_aln.axt.kaks	Conservation	TD
Pbre1_07G287000-Pbre1_15G539000	GMYN	0.0582977	0.262397	0.222174	Pbre1_07G287000-Pbre1_15G539000.cds_aln.axt.kaks	Neofunctionalization(Child)	TRD
Pbre1_13G430800-Pbre1_12G418000	GMYN	0.224337	0.410631	0.546323	Pbre1_13G430800-Pbre1_12G418000.cds_aln.axt.kaks	Specialization	TRD
Pbre1_12G033800-Pbre1_14G028800	GMYN	0.0800001	0.173819	0.460249	Pbre1_12G033800-Pbre1_14G028800.cds_aln.axt.kaks	Specialization	TRD
Pbre1_14G268200-Pbre1_14G268400	GMYN	0.148521	0.673633	0.220478	Pbre1_14G268200-Pbre1_14G268400.cds_aln.axt.kaks	Neofunctionalization(Child)	TD
Pbre1_16G461200-Pbre1_06G061800	GMYN	0.029772	0.472473	0.063013	Pbre1_16G461200-Pbre1_06G061800.cds_aln.axt.kaks	Conservation	TRD
Pbre1_05G391800-Pbre1_10G371000	GMYN	0.0258904	0.214295	0.120817	Pbre1_05G391800-Pbre1_10G371000.cds_aln.axt.kaks	Conservation	TRD
Pbre1_11G274400-Pbre1_11G275200	GMYN	0.0585786	0.0579794	1.01034	Pbre1_11G274400-Pbre1_11G275200.cds_aln.axt.kaks	Specialization	PD
Pbre1_09G157200-Pbre1_12G282200	GMYN	0.250664	2.82328	0.0887847	Pbre1_09G157200-Pbre1_12G282200.cds_aln.axt.kaks	Neofunctionalization(Child)	TRD
Pbre1_05G513400-Pbre1_05G513600	GMYN	0.0597106	0.114493	0.521522	Pbre1_05G513400-Pbre1_05G513600.cds_aln.axt.kaks	Specialization	TD
Pbre1_17G282800-Pbre1_09G285400	GMYN	0.119636	0.42197	0.283517	Pbre1_17G282800-Pbre1_09G285400.cds_aln.axt.kaks	Neofunctionalization(Child)	TRD
Pbre1_11G058600-Pbre1_10G289600	GMYN	0.253807	0.564351	0.449733	Pbre1_11G058600-Pbre1_10G289600.cds_aln.axt.kaks	Specialization	TRD
Pbre1_13G062000-Pbre1_13G062200	GMYN	0.048363	0.0737177	0.656056	Pbre1_13G062000-Pbre1_13G062200.cds_aln.axt.kaks	Specialization	TD
Pbre1_16G289200-Pbre1_13G339400	GMYN	0.0269066	0.2174	0.123765	Pbre1_16G289200-Pbre1_13G339400.cds_aln.axt.kaks	Neofunctionalization(Child)	TRD
Pbre1_10G296800-Pbre1_10G297800	GMYN	0.100342	0.142735	0.702994	Pbre1_10G296800-Pbre1_10G297800.cds_aln.axt.kaks	Neofunctionalization(Parent)	PD
Pbre1_07G266200-Pbre1_15G194000	GMYN	0.558667	0.879553	0.635172	Pbre1_07G266200-Pbre1_15G194000.cds_aln.axt.kaks	Specialization	TRD
Pbre1_01G146600-Pbre1_01G147200	GMYN	0.0334594	0.0555319	0.602525	Pbre1_01G146600-Pbre1_01G147200.cds_aln.axt.kaks	Specialization	PD
Pbre1_06G040200-Pbre1_11G330800	GMYN	0.141042	0.236922	0.595312	Pbre1_06G040200-Pbre1_11G330800.cds_aln.axt.kaks	Conservation	TRD
Pbre1_13G169200-Pbre1_13G169400	GMYN	0.0315754	0.126432	0.249741	Pbre1_13G169200-Pbre1_13G169400.cds_aln.axt.kaks	Specialization	TD
Pbre1_15G102000-Pbre1_15G102200	GMYN	0.237535	0.512159	0.463793	Pbre1_15G102000-Pbre1_15G102200.cds_aln.axt.kaks	Specialization	TD
Pbre1_10G142000-Pbre1_10G142400	GMYN	0.101685	0.277874	0.365938	Pbre1_10G142000-Pbre1_10G142400.cds_aln.axt.kaks	Specialization	PD
Pbre1_07G358600-Pbre1_07G359800	GMYN		0.0403817	0.0	Pbre1_07G358600-Pbre1_07G359800.cds_aln.axt.kaks	Conservation	PD
Pbre1_10G037400-Pbre1_02G383600	GMYN	0.483436	1.91887	0.251938	Pbre1_10G037400-Pbre1_02G383600.cds_aln.axt.kaks	Conservation	TRD
Pbre1_12G053800-Pbre1_12G054000	GMYN	0.10414	0.449324	0.23177	Pbre1_12G053800-Pbre1_12G054000.cds_aln.axt.kaks	Specialization	TD
Pbre1_12G177400-Pbre1_12G177800	GMYN	0.224763	1.26291	0.177972	Pbre1_12G177400-Pbre1_12G177800.cds_aln.axt.kaks	Neofunctionalization(Child)	PD
Pbre1_12G372800-Pbre1_12G048000	GMYN	0.797789	4.00769	0.199064	Pbre1_12G372800-Pbre1_12G048000.cds_aln.axt.kaks	Neofunctionalization(Child)	TRD
Pbre1_12G295800-Pbre1_09G171600	GMYN	0.100389	0.15105	0.664608	Pbre1_12G295800-Pbre1_09G171600.cds_aln.axt.kaks	Conservation	TRD
Pbre1_13G352400-Pbre1_07G406400	GMYN	0.124556	0.360324	0.345677	Pbre1_13G352400-Pbre1_07G406400.cds_aln.axt.kaks	Specialization	TRD
Pbre1_15G415800-Pbre1_15G416200	GMYN	0.330619	0.806602	0.409891	Pbre1_15G415800-Pbre1_15G416200.cds_aln.axt.kaks	Specialization	PD
Pbre1_15G057200-Pbre1_15G744600	GMYN	0.461558	0.662926	0.696243	Pbre1_15G057200-Pbre1_15G744600.cds_aln.axt.kaks	Neofunctionalization(Child)	TRD
Pbre1_02G413800-Pbre1_15G497000	GMYN	0.212883	0.335724	0.634102	Pbre1_02G413800-Pbre1_15G497000.cds_aln.axt.kaks	Specialization	TRD
Pbre1_09G423600-Pbre1_02G169800	GMYN	0.360441	1.98878	0.181237	Pbre1_09G423600-Pbre1_02G169800.cds_aln.axt.kaks	Neofunctionalization(Child)	TRD
Pbre1_09G039600-Pbre1_06G109400	GMYN	0.141115	0.225566	0.625604	Pbre1_09G039600-Pbre1_06G109400.cds_aln.axt.kaks	Conservation	TRD
Pbre1_12G158000-Pbre1_10G563200	GMYN	0.377605	1.18136	0.319636	Pbre1_12G158000-Pbre1_10G563200.cds_aln.axt.kaks	Neofunctionalization(Child)	TRD
Pbre1_17G049600-Pbre1_09G047200	GMYN	0.0612354	0.152683	0.401061	Pbre1_17G049600-Pbre1_09G047200.cds_aln.axt.kaks	Conservation	TRD
Pbre1_03G344600-Pbre1_14G354600	GMYN	0.182913	0.553215	0.330637	Pbre1_03G344600-Pbre1_14G354600.cds_aln.axt.kaks	Specialization	TRD
Pbre1_02G004200-Pbre1_15G255000	GMYN	0.10894	0.275295	0.395722	Pbre1_02G004200-Pbre1_15G255000.cds_aln.axt.kaks	Neofunctionalization(Child)	TRD
Pbre1_03G121800-Pbre1_09G044400	GMYN	0.219079	0.607195	0.360805	Pbre1_03G121800-Pbre1_09G044400.cds_aln.axt.kaks	Neofunctionalization(Child)	TRD
Pbre1_12G065000-Pbre1_05G210200	GMYN	0.34434	1.24692	0.276153	Pbre1_12G065000-Pbre1_05G210200.cds_aln.axt.kaks	Neofunctionalization(Child)	TRD
Pbre1_14G158200-Pbre1_08G382600	GMYN	0.375022	2.33706	0.160468	Pbre1_14G158200-Pbre1_08G382600.cds_aln.axt.kaks	Neofunctionalization(Child)	TRD
Pbre1_05G156000-Pbre1_17G209200	GMYN	0.412242	1.69434	0.243305	Pbre1_05G156000-Pbre1_17G209200.cds_aln.axt.kaks	Neofunctionalization(Child)	TRD
Pbre1_04G126000-Pbre1_07G500000	GMYN	0.306959	0.516006	0.594876	Pbre1_04G126000-Pbre1_07G500000.cds_aln.axt.kaks	Neofunctionalization(Child)	TRD
Pbre1_12G336200-Pbre1_05G087200	GMYN	0.076995	0.231866	0.332066	Pbre1_12G336200-Pbre1_05G087200.cds_aln.axt.kaks	Neofunctionalization(Child)	TRD
Pbre1_03G008600-Pbre1_03G008800	GMYN	0.0281616	0.412975	0.0681921	Pbre1_03G008600-Pbre1_03G008800.cds_aln.axt.kaks	Conservation	TD
Pbre1_07G150600-Pbre1_15G364200	GMYN	0.0512575	0.14889	0.344265	Pbre1_07G150600-Pbre1_15G364200.cds_aln.axt.kaks	Neofunctionalization(Child)	TRD
Pbre1_15G482200-Pbre1_16G374000	GMYN	0.295041	0.718141	0.41084	Pbre1_15G482200-Pbre1_16G374000.cds_aln.axt.kaks	Neofunctionalization(Child)	TRD
Pbre1_06G171200-Pbre1_06G171800	GMYN	0.0412361	0.108674	0.379448	Pbre1_06G171200-Pbre1_06G171800.cds_aln.axt.kaks	Specialization	PD
Pbre1_05G428200-Pbre1_05G429600	GMYN	0.297774	0.739703	0.402559	Pbre1_05G428200-Pbre1_05G429600.cds_aln.axt.kaks	Neofunctionalization(Parent)	PD
Pbre1_02G075200-Pbre1_15G325800	GMYN	0.330898	0.623953	0.530326	Pbre1_02G075200-Pbre1_15G325800.cds_aln.axt.kaks	Neofunctionalization(Child)	TRD
Pbre1_15G089800-Pbre1_15G090400	GMYN	0.0993724	0.121062	0.820841	Pbre1_15G089800-Pbre1_15G090400.cds_aln.axt.kaks	Conservation	PD
Pbre1_15G694800-Pbre1_15G695400	GMYN	0.0196808	0.0226768	0.867881	Pbre1_15G694800-Pbre1_15G695400.cds_aln.axt.kaks	Specialization	PD
Pbre1_09G133800-Pbre1_09G134000	GMYN	0.0789963	0.129839	0.608416	Pbre1_09G133800-Pbre1_09G134000.cds_aln.axt.kaks	Neofunctionalization(Child)	TD
Pbre1_16G228000-Pbre1_10G113400	GMYN	0.0285239	0.0574469	0.496527	Pbre1_16G228000-Pbre1_10G113400.cds_aln.axt.kaks	Conservation	TRD
Pbre1_14G303200-Pbre1_14G303400	GMYN	0.193646	0.276674	0.699907	Pbre1_14G303200-Pbre1_14G303400.cds_aln.axt.kaks	Neofunctionalization(Parent)	TD
Pbre1_13G460400-Pbre1_07G437000	GMYN	0.0253194	0.0349457	0.724536	Pbre1_13G460400-Pbre1_07G437000.cds_aln.axt.kaks	Conservation	TRD
Pbre1_04G176000-Pbre1_08G083200	GMYN	0.585839	4.01794	0.145806	Pbre1_04G176000-Pbre1_08G083200.cds_aln.axt.kaks	Conservation	TRD
Pbre1_16G145000-Pbre1_16G145400	GMYN	0.0137582	0.0680324	0.20223	Pbre1_16G145000-Pbre1_16G145400.cds_aln.axt.kaks	Specialization	PD
Pbre1_08G350800-Pbre1_08G351000	GMYN	0.0108929	0.0316567	0.344094	Pbre1_08G350800-Pbre1_08G351000.cds_aln.axt.kaks	Neofunctionalization(Parent)	TD
Pbre1_06G153600-Pbre1_07G403800	GMYN	0.0857076	0.18827	0.455236	Pbre1_06G153600-Pbre1_07G403800.cds_aln.axt.kaks	Neofunctionalization(Child)	TRD
Pbre1_09G314800-Pbre1_09G315000	GMYN	0.297098	0.64072	0.463693	Pbre1_09G314800-Pbre1_09G315000.cds_aln.axt.kaks	Neofunctionalization(Child)	TD
Pbre1_07G118600-Pbre1_07G118800	GMYN	0.0963869	0.630623	0.152844	Pbre1_07G118600-Pbre1_07G118800.cds_aln.axt.kaks	Conservation	TD
Pbre1_15G192400-Pbre1_08G216600	GMYN	0.184284	0.491208	0.375166	Pbre1_15G192400-Pbre1_08G216600.cds_aln.axt.kaks	Conservation	TRD
Pbre1_04G014400-Pbre1_04G014600	GMYN	0.0198151	0.0351699	0.563411	Pbre1_04G014400-Pbre1_04G014600.cds_aln.axt.kaks	Neofunctionalization(Child)	TD
Pbre1_03G131400-Pbre1_03G131600	GMYN	0.181136	0.933293	0.194082	Pbre1_03G131400-Pbre1_03G131600.cds_aln.axt.kaks	Neofunctionalization(Child)	TD
